Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Joshua Zirkzee,11,nl NED,FW,23-326,54,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Rasmus Højlund,9,dk DEN,FW,22-068,36,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bruno Fernandes,8,pt POR,AM,30-217,81,3,2,1,1,1,2,4,50.0,2,2,0,2,1,4,1,0
Kobbie Mainoo,37,eng ENG,CM,19-359,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Alejandro Garnacho,17,ar ARG,AM,20-286,54,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
Mason Mount,7,eng ENG,AM,26-093,36,1,0,1,0,0,0,0,,0,2,0,2,0,1,0,0
Christian Eriksen,14,dk DEN,"CM,AM",33-058,90,2,2,1,0,1,0,2,0.0,2,0,0,0,0,2,0,0
Manuel Ugarte Ribeiro,25,uy URU,CM,24-002,90,2,2,2,0,0,1,2,50.0,1,2,0,2,1,3,2,0
Harry Amass,41,eng ENG,WB,18-028,54,0,0,0,0,0,0,0,,0,2,0,2,0,0,4,0
Patrick Dorgu,13,dk DEN,WB,20-169,36,2,1,1,1,0,1,3,33.3,2,0,0,0,0,2,2,0
Diogo Dalot,20,pt POR,WB,26-026,90,3,3,1,1,1,3,4,75.0,1,1,0,1,1,4,1,0
Leny Yoro,15,fr FRA,CB,19-151,90,2,0,0,2,0,1,1,100.0,0,0,0,0,1,3,7,0
Victor Lindelöf,2,se SWE,CB,30-270,90,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,4,0
Noussair Mazraoui,3,ma MAR,CB,27-150,77,3,0,2,1,0,2,3,66.7,1,2,1,1,0,3,1,1
Luke Shaw,23,eng ENG,CB,29-275,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Altay Bayındır,1,tr TUR,GK,26-364,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1
