Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jean-Philippe Mateta,14,fr FRA,FW,27-288,45,5,0,2,2,1,1,5,0,0,,0,,3,23,4,0,0,0,0,0,4,0
Will Hughes,19,eng ENG,CM,29-360,45,25,2,11,8,6,0,25,0,0,,0,,6,24,15,0,0,0,1,1,13,0
Eberechi Eze,10,eng ENG,"AM,FW",26-287,79,26,0,7,18,1,1,26,2,2,100.0,0,0.0,14,60,30,0,0,0,3,2,19,1
Matheus França,11,br BRA,FW,21-011,11,7,0,0,2,5,2,7,0,0,,0,,2,14,10,0,1,0,0,0,4,1
Ismaila Sarr,7,sn SEN,"FW,AM",27-046,90,24,1,9,10,5,1,24,3,0,0.0,3,100.0,12,83,49,2,1,0,1,1,17,3
Daichi Kamada,18,jp JPN,CM,28-250,90,38,1,13,22,3,1,38,2,0,0.0,1,50.0,15,47,24,0,1,0,1,0,26,2
Adam Wharton,20,eng ENG,CM,20-314,79,29,3,14,14,1,0,29,0,0,,0,,12,34,15,0,0,0,0,0,20,0
Justin Devenny,55,nir NIR,CM,21-183,11,11,1,3,4,4,0,11,0,0,,0,,7,40,17,0,1,0,3,0,7,1
Tyrick Mitchell,3,eng ENG,WB,25-223,62,29,2,13,10,6,0,29,0,0,,0,,14,65,31,1,1,0,0,0,14,2
Ben Chilwell,25,eng ENG,WB,28-112,28,15,0,5,10,4,0,15,2,2,100.0,0,0.0,5,57,47,1,1,0,0,0,8,3
Daniel Muñoz,12,co COL,WB,28-321,90,49,1,15,28,7,1,49,2,1,50.0,1,50.0,22,116,64,3,4,0,3,1,26,4
Jefferson Lerma,8,co COL,CB,30-169,90,69,15,55,13,1,1,69,1,1,100.0,0,0.0,39,152,54,0,0,0,0,0,49,0
Maxence Lacroix,5,fr FRA,CB,25-006,62,39,13,35,4,0,0,39,0,0,,0,,25,130,53,0,0,0,0,0,29,0
Nathaniel Clyne,17,eng ENG,CB,34-007,28,11,1,8,1,2,0,11,0,0,,0,,3,9,8,0,0,0,1,0,6,0
Chris Richards,26,us USA,CB,25-015,90,59,10,50,8,1,1,59,0,0,,0,,29,152,51,0,0,0,0,0,40,0
Dean Henderson,1,eng ENG,GK,28-031,90,35,30,35,0,0,0,35,0,0,,0,,21,111,57,0,0,0,0,0,16,0
