Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Dean Henderson,eng ENG,28-031,90,8,5,3,37.5,4.0,7,13,53.8,28,2,39.3,32.1,5,40.0,37.2,9,1,11.1,0,11.8
