Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Eddie Nketiah,9,eng ENG,FW,25-144,65,26,0,1,10,17,7,26,2,2,100.0,0,0.0,10,162,146,5,3,2,2,0,17,6
Jean-Philippe Mateta,14,fr FRA,FW,27-115,25,6,1,2,0,4,3,6,0,0,,0,,1,3,0,0,0,0,0,0,3,1
Eberechi Eze,10,eng ENG,"FW,AM",26-114,90,60,1,7,30,24,3,60,5,4,80.0,1,20.0,29,173,90,4,3,1,2,0,42,3
Tyrick Mitchell,3,eng ENG,LW,25-050,73,42,3,17,13,12,0,42,0,0,,0,,13,32,17,1,0,0,0,1,21,2
Jeffrey Schlupp,15,gh GHA,WB,31-303,17,19,2,3,6,10,1,19,0,0,,0,,8,19,5,0,0,0,1,0,9,3
Daniel Muñoz,12,co COL,"RW,WB",28-148,90,66,5,18,29,19,0,66,0,0,,0,,30,105,51,2,2,0,3,2,36,11
Daichi Kamada,18,jp JPN,CM,28-077,87,42,0,10,22,10,1,42,0,0,,0,,20,102,67,1,0,0,1,1,29,3
Asher Agbinone,64,eng ENG,CM,19-023,3,4,0,0,0,4,0,4,1,0,0.0,1,100.0,2,36,23,2,0,0,0,0,2,1
Will Hughes,19,eng ENG,CM,29-187,73,39,1,6,16,17,1,39,0,0,,0,,15,35,17,0,0,0,2,0,22,5
Ismaila Sarr,7,sn SEN,AM,26-239,17,6,1,2,1,3,1,6,0,0,,0,,2,12,11,1,0,0,0,0,5,2
Jefferson Lerma,8,co COL,"DM,CM",29-362,90,67,4,17,46,5,2,67,0,0,,0,,25,115,58,0,1,0,0,0,40,2
Marc Guéhi,6,eng ENG,CB,24-100,90,83,2,36,47,1,1,83,0,0,,0,,47,278,195,2,0,1,2,2,56,0
Maxence Lacroix,5,fr FRA,CB,24-198,90,64,10,41,22,1,0,64,0,0,,0,,39,163,90,0,0,0,0,0,40,0
Trevoh Chalobah,27,eng ENG,CB,25-108,90,60,8,20,35,5,2,60,1,0,0.0,1,100.0,26,95,38,0,0,0,0,0,36,2
Dean Henderson,1,eng ENG,GK,27-223,90,25,19,25,0,0,0,25,0,0,,0,,12,55,19,0,0,0,0,0,12,0
