Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Eddie Nketiah,9,eng ENG,FW,25-144,65,16,16,0,0,0,0,0,0,0,0,0,0,8,0,2
Jean-Philippe Mateta,14,fr FRA,FW,27-115,25,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1
Eberechi Eze,10,eng ENG,"FW,AM",26-114,90,48,40,7,2,0,0,5,0,3,2,0,0,32,1,2
Tyrick Mitchell,3,eng ENG,LW,25-050,73,33,27,6,0,0,0,0,6,0,0,0,0,22,0,1
Jeffrey Schlupp,15,gh GHA,WB,31-303,17,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0
Daniel Muñoz,12,co COL,"RW,WB",28-148,90,49,41,8,2,0,0,5,5,1,0,0,0,35,0,3
Daichi Kamada,18,jp JPN,CM,28-077,87,34,33,1,0,0,1,0,1,0,0,0,0,29,0,0
Asher Agbinone,64,eng ENG,CM,19-023,3,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Will Hughes,19,eng ENG,CM,29-187,73,30,27,3,1,0,1,2,0,2,0,0,0,22,0,1
Ismaila Sarr,7,sn SEN,AM,26-239,17,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Jefferson Lerma,8,co COL,"DM,CM",29-362,90,58,55,2,1,0,1,0,1,0,0,0,0,45,1,1
Marc Guéhi,6,eng ENG,CB,24-100,90,72,70,2,2,1,2,0,0,0,0,0,0,60,0,1
Maxence Lacroix,5,fr FRA,CB,24-198,90,53,51,2,2,0,0,0,0,0,0,0,0,47,0,0
Trevoh Chalobah,27,eng ENG,CB,25-108,90,46,43,3,1,0,0,2,2,0,0,0,0,40,0,0
Dean Henderson,1,eng ENG,GK,27-223,90,22,16,6,0,0,0,0,0,0,0,0,0,20,0,0
