Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Darwin Núñez,9,uy URU,FW,25-257,67,23,2,5,5,13,5,23,0,0,,0,,12,32,9,1,0,1,1,0,14,4
Diogo Jota,20,pt POR,FW,28-094,23,11,0,0,5,6,2,11,2,1,50.0,1,50.0,6,36,12,1,0,0,2,0,7,3
Luis Díaz,7,co COL,LW,28-054,90,62,0,1,11,51,11,62,7,3,42.9,4,57.1,47,336,207,11,5,7,1,2,56,24
Mohamed Salah,11,eg EGY,RW,32-266,90,59,0,1,19,40,14,57,2,1,50.0,1,50.0,42,264,176,8,3,4,7,1,49,18
Curtis Jones,17,eng ENG,LM,24-037,45,38,1,4,21,13,5,38,0,0,,0,,21,110,62,1,1,0,1,2,24,5
Harvey Elliott,19,eng ENG,RM,21-338,45,44,0,3,23,19,5,44,2,2,100.0,0,0.0,26,122,74,4,3,3,1,0,35,5
Ryan Gravenberch,38,nl NED,CM,22-296,80,63,2,8,35,20,2,63,7,4,57.1,3,42.9,38,245,116,3,2,1,2,2,47,4
Wataru Endo,3,jp JPN,CM,32-027,10,5,0,0,5,0,0,5,0,0,,0,,2,14,0,0,0,0,0,0,2,0
Dominik Szoboszlai,8,hu HUN,RM,24-134,45,33,1,4,15,14,2,33,2,1,50.0,1,50.0,16,69,36,0,1,0,0,1,24,6
Alexis Mac Allister,10,ar ARG,LM,26-074,45,35,0,4,15,16,0,35,0,0,,0,,18,68,31,1,2,0,0,0,25,1
Kostas Tsimikas,21,gr GRE,LB,28-300,45,48,0,7,24,18,0,48,2,1,50.0,1,50.0,28,112,31,1,0,0,0,0,31,3
Andrew Robertson,26,sct SCO,LB,30-362,45,38,0,2,23,13,2,38,2,1,50.0,1,50.0,25,106,57,2,0,0,0,1,30,1
Virgil van Dijk,4,nl NED,CB,33-243,90,105,6,21,73,12,0,105,0,0,,0,,78,419,279,2,2,0,0,0,86,0
Ibrahima Konaté,5,fr FRA,CB,25-287,90,89,3,30,59,0,0,89,0,0,,0,,55,273,149,1,1,0,0,0,79,0
Trent Alexander-Arnold,66,eng ENG,RB,26-152,88,118,2,18,62,39,3,118,4,4,100.0,0,0.0,76,326,202,3,2,0,1,0,89,6
Jarell Quansah,78,eng ENG,RB,22-038,2,4,2,4,0,0,0,4,0,0,,0,,1,15,0,0,0,0,0,0,2,0
Alisson,1,br BRA,GK,32-157,90,38,28,36,2,0,0,38,0,0,,0,,23,83,41,0,0,0,1,0,19,0
