Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Darwin Núñez,9,uy URU,FW,25-257,67,1,1,0,0,1,0,2,0.0,2,0,0,0,1,2,2,0
Diogo Jota,20,pt POR,FW,28-094,23,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Luis Díaz,7,co COL,LW,28-054,90,1,0,0,0,1,1,4,25.0,3,0,0,0,1,2,0,0
Mohamed Salah,11,eg EGY,RW,32-266,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Curtis Jones,17,eng ENG,LM,24-037,45,3,3,1,1,1,1,2,50.0,1,1,1,0,0,3,0,0
Harvey Elliott,19,eng ENG,RM,21-338,45,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,0,0
Ryan Gravenberch,38,nl NED,CM,22-296,80,1,1,0,0,1,0,1,0.0,1,0,0,0,1,2,2,0
Wataru Endo,3,jp JPN,CM,32-027,10,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
Dominik Szoboszlai,8,hu HUN,RM,24-134,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Alexis Mac Allister,10,ar ARG,LM,26-074,45,2,1,1,0,1,2,3,66.7,1,0,0,0,1,3,0,0
Kostas Tsimikas,21,gr GRE,LB,28-300,45,5,4,1,3,1,3,3,100.0,0,0,0,0,2,7,0,0
Andrew Robertson,26,sct SCO,LB,30-362,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Virgil van Dijk,4,nl NED,CB,33-243,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1
Ibrahima Konaté,5,fr FRA,CB,25-287,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Trent Alexander-Arnold,66,eng ENG,RB,26-152,88,3,3,1,2,0,3,5,60.0,2,0,0,0,2,5,0,0
Jarell Quansah,78,eng ENG,RB,22-038,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Alisson,1,br BRA,GK,32-157,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,1
