Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Alexander Isak,14,se SWE,FW,25-084,72,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0.0
William Osula,18,dk DEN,FW,21-132,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Anthony Gordon,10,eng ENG,LW,23-294,80,0,0,0,0,3,0,3,0,0,0,0,0,5,0,1,0.0
Joe Willock,28,eng ENG,LW,25-116,10,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,
Jacob Murphy,23,eng ENG,RW,29-294,64,1,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0.0
Harvey Barnes,11,eng ENG,RW,27-005,26,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0.0
Joelinton,7,br BRA,LM,28-122,90,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0
Sandro Tonali,8,it ITA,CM,24-220,90,0,0,0,0,3,0,1,3,1,0,0,0,12,0,1,0.0
Bruno Guimarães,39,br BRA,RM,27-028,64,1,0,0,2,2,0,0,1,0,0,0,0,0,1,0,100.0
Sean Longstaff,36,eng ENG,RM,27-045,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Lewis Hall,20,eng ENG,LB,20-097,90,0,0,0,0,3,0,3,0,2,0,0,0,8,2,3,40.0
Dan Burn,33,eng ENG,CB,32-219,90,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,83.3
Fabian Schär,5,ch SUI,CB,32-360,90,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,33.3
Valentino Livramento,21,eng ENG,RB,22-032,64,0,0,0,1,1,0,3,0,0,0,0,0,4,0,2,0.0
Kieran Trippier,2,eng ENG,RB,34-086,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Martin Dúbravka,1,sk SVK,GK,35-334,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
