Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,37-359,90,14,2,4,6,4,3,14,1,0,0.0,1,100.0,4,2,0,0,0,0,2,0,8,4
Stephy Mavididi,10,eng ENG,LW,26-218,90,46,2,11,18,17,5,46,7,0,0.0,7,100.0,31,175,51,2,1,2,4,2,32,7
Jordan Ayew,18,gh GHA,RW,33-115,82,33,0,6,21,9,0,33,4,2,50.0,1,25.0,22,177,100,2,2,0,4,5,22,4
Facundo Buonanotte,40,ar ARG,RW,20-012,8,7,0,2,1,4,0,7,1,0,0.0,1,100.0,3,21,1,0,1,0,0,0,3,1
Bilal El Khannouss,11,ma MAR,AM,20-239,81,33,0,4,22,7,1,33,1,1,100.0,0,0.0,18,106,62,1,2,0,2,0,22,1
Patson Daka,20,zm ZAM,AM,26-087,9,9,0,0,1,8,0,9,0,0,,0,,4,14,2,0,0,0,0,0,4,1
Boubakary Soumaré,24,fr FRA,DM,25-312,90,58,3,18,38,2,0,58,2,2,100.0,0,0.0,42,164,69,1,0,0,0,2,45,0
Harry Winks,8,eng ENG,DM,28-337,90,59,1,13,40,6,0,59,1,0,0.0,0,0.0,39,195,59,1,3,0,1,0,43,1
Luke Thomas,33,eng ENG,LB,23-208,89,63,4,27,32,4,0,63,0,0,,0,,29,77,27,0,0,0,0,0,34,0
Bobby De Cordova-Reid,14,jm JAM,RB,31-337,1,2,0,0,1,1,1,2,0,0,,0,,2,14,14,1,0,1,0,0,2,2
Jannik Vestergaard,23,dk DEN,CB,32-154,61,54,11,27,25,2,0,54,0,0,,0,,37,194,74,0,1,0,0,0,41,0
Wout Faes,3,be BEL,CB,26-276,29,17,6,12,5,0,0,17,0,0,,0,,11,42,31,0,0,0,0,0,9,0
Conor Coady,4,eng ENG,CB,31-314,81,42,7,22,19,1,0,42,0,0,,0,,27,102,60,0,0,0,0,0,32,0
Caleb Okoli,5,it ITA,CB,23-175,9,12,2,3,6,3,0,12,0,0,,0,,3,12,5,0,0,0,0,0,5,1
James Justin,2,eng ENG,"RB,LB",26-316,90,58,4,20,27,11,0,58,1,0,0.0,0,0.0,20,112,62,2,1,0,2,0,28,2
Jakub Stolarczyk,41,pl POL,GK,24-016,90,31,18,28,3,0,0,31,0,0,,0,,23,99,75,0,0,0,0,0,19,0
