Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,37-359,90,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Stephy Mavididi,10,eng ENG,LW,26-218,90,25,25,0,0,0,0,1,0,0,0,0,0,21,0,0
Jordan Ayew,18,gh GHA,RW,33-115,82,20,19,1,0,0,0,4,0,1,1,0,0,15,0,0
Facundo Buonanotte,40,ar ARG,RW,20-012,8,3,2,1,0,0,0,1,0,1,1,0,0,1,0,0
Bilal El Khannouss,11,ma MAR,AM,20-239,81,27,23,4,1,0,1,1,0,0,0,0,0,21,0,2
Patson Daka,20,zm ZAM,AM,26-087,9,7,6,1,0,0,0,0,1,0,0,0,0,4,0,0
Boubakary Soumaré,24,fr FRA,DM,25-312,90,51,50,0,0,0,0,1,0,0,0,0,0,44,1,1
Harry Winks,8,eng ENG,DM,28-337,90,53,53,0,0,1,0,1,0,0,0,0,0,48,0,1
Luke Thomas,33,eng ENG,LB,23-208,89,52,45,7,1,0,0,0,6,0,0,0,0,45,0,0
Bobby De Cordova-Reid,14,jm JAM,RB,31-337,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Jannik Vestergaard,23,dk DEN,CB,32-154,61,47,44,3,0,0,0,0,0,0,0,0,0,44,0,0
Wout Faes,3,be BEL,CB,26-276,29,16,13,3,0,0,0,0,0,0,0,0,0,16,0,0
Conor Coady,4,eng ENG,CB,31-314,81,36,35,1,1,0,0,0,0,0,0,0,0,31,0,0
Caleb Okoli,5,it ITA,CB,23-175,9,9,8,1,1,1,0,0,0,0,0,0,0,7,0,0
James Justin,2,eng ENG,"RB,LB",26-316,90,47,35,12,2,0,0,2,10,0,0,0,0,31,0,1
Jakub Stolarczyk,41,pl POL,GK,24-016,90,29,24,5,5,0,0,0,0,0,0,0,0,18,0,0
