Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Diogo Jota,20,pt POR,FW,27-321,29,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Darwin Núñez,9,uy URU,FW,25-118,61,8,8,0,0,1,0,0,0,0,0,0,0,6,0,0
Cody Gakpo,18,nl NED,LW,25-166,65,14,12,2,0,1,1,1,2,0,0,0,0,10,0,1
Luis Díaz,7,co COL,LW,27-281,25,11,11,0,0,0,0,0,0,0,0,0,0,9,0,1
Mohamed Salah,11,eg EGY,RW,32-127,90,31,28,1,0,0,0,1,1,0,0,0,0,17,2,1
Dominik Szoboszlai,8,hu HUN,AM,23-361,90,38,35,3,1,0,0,0,0,0,0,0,0,31,0,0
Curtis Jones,17,eng ENG,DM,23-264,80,42,41,0,0,0,0,0,0,0,0,0,0,37,1,0
Alexis Mac Allister,10,ar ARG,DM,25-301,10,10,10,0,0,0,0,0,0,0,0,0,0,8,0,2
Ryan Gravenberch,38,nl NED,DM,22-157,90,39,39,0,0,0,0,0,0,0,0,0,0,34,0,1
Andrew Robertson,26,sct SCO,LB,30-223,90,55,46,8,0,0,0,1,7,1,1,0,0,47,1,0
Virgil van Dijk,4,nl NED,CB,33-104,90,63,60,3,1,0,1,0,0,0,0,0,0,54,0,1
Ibrahima Konaté,5,fr FRA,CB,25-148,90,40,38,2,2,0,0,0,0,0,0,0,0,36,0,1
Trent Alexander-Arnold,66,eng ENG,RB,26-013,80,35,23,11,5,0,0,1,6,0,0,0,0,24,1,0
Joe Gomez,2,eng ENG,RB,27-150,10,7,5,2,1,0,1,0,1,0,0,0,0,2,0,0
Caoimhín Kelleher,62,ie IRL,GK,25-332,90,44,36,8,1,0,0,0,0,0,0,0,0,28,0,0
