Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Diogo Jota,20,pt POR,FW,27-321,29,4,0,0,2,2,0,4,0,0,,0,,3,40,37,2,1,0,1,2,5,1
Darwin Núñez,9,uy URU,FW,25-118,61,14,3,7,4,4,0,14,0,0,,0,,9,39,26,0,0,0,1,1,9,3
Cody Gakpo,18,nl NED,LW,25-166,65,23,0,3,6,14,2,23,1,0,0.0,1,100.0,13,39,22,1,0,1,0,0,13,4
Luis Díaz,7,co COL,LW,27-281,25,15,0,2,8,7,1,15,2,1,50.0,0,0.0,9,94,59,1,1,0,0,0,13,2
Mohamed Salah,11,eg EGY,RW,32-127,90,38,1,3,20,16,4,37,4,3,75.0,1,25.0,31,217,59,1,2,2,3,3,33,9
Dominik Szoboszlai,8,hu HUN,AM,23-361,90,47,3,9,27,11,4,47,0,0,,0,,20,105,52,3,1,1,1,2,28,3
Curtis Jones,17,eng ENG,DM,23-264,80,52,2,7,37,9,3,52,2,1,50.0,1,50.0,33,129,64,1,0,0,0,0,37,3
Alexis Mac Allister,10,ar ARG,DM,25-301,10,12,0,0,10,2,0,12,0,0,,0,,6,9,5,0,0,0,0,0,6,0
Ryan Gravenberch,38,nl NED,DM,22-157,90,46,4,12,31,4,0,46,0,0,,0,,25,137,61,1,1,0,3,0,33,2
Andrew Robertson,26,sct SCO,LB,30-223,90,62,4,23,34,5,0,62,0,0,,0,,27,67,35,0,0,0,0,0,39,0
Virgil van Dijk,4,nl NED,CB,33-104,90,70,15,34,35,1,1,70,0,0,,0,,36,112,26,0,0,0,0,0,50,0
Ibrahima Konaté,5,fr FRA,CB,25-148,90,46,5,28,17,1,0,46,0,0,,0,,23,86,43,0,0,0,0,0,31,1
Trent Alexander-Arnold,66,eng ENG,RB,26-013,80,44,6,19,20,7,0,44,1,0,0.0,1,100.0,13,17,11,0,0,0,0,0,13,0
Joe Gomez,2,eng ENG,RB,27-150,10,10,1,6,3,1,0,10,0,0,,0,,3,6,0,0,0,0,0,0,1,0
Caoimhín Kelleher,62,ie IRL,GK,25-332,90,44,37,44,0,0,0,44,0,0,,0,,33,121,55,0,0,0,0,0,28,0
