Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jean-Philippe Mateta,14,fr FRA,FW,27-181,81,28,1,2,19,8,3,28,3,0,0.0,3,100.0,23,91,37,1,0,0,4,5,26,9
Daichi Kamada,18,jp JPN,AM,28-143,9,3,0,1,0,2,0,3,0,0,,0,,2,5,1,0,1,0,0,0,1,1
Eberechi Eze,10,eng ENG,AM,26-180,87,51,1,7,32,15,3,51,8,5,62.5,3,37.5,38,260,90,3,3,0,3,2,38,5
Justin Devenny,55,nir NIR,AM,21-076,3,5,0,1,2,2,0,5,0,0,,0,,3,19,0,0,0,0,1,0,3,0
Ismaila Sarr,7,sn SEN,"AM,FW",26-305,90,34,2,11,9,15,4,34,4,1,25.0,3,75.0,19,125,33,2,2,1,4,0,26,6
Jefferson Lerma,8,co COL,CM,30-062,90,63,5,16,31,17,2,63,2,2,100.0,0,0.0,31,139,60,1,1,0,0,0,38,1
Will Hughes,19,eng ENG,CM,29-253,52,37,3,13,18,7,1,37,0,0,,0,,13,91,31,0,0,0,2,0,18,1
Cheick Doucouré,28,ml MLI,CM,24-353,38,36,1,5,23,8,0,36,1,0,0.0,1,100.0,15,97,40,0,1,0,1,0,23,4
Tyrick Mitchell,3,eng ENG,WB,25-116,90,66,2,27,27,12,1,66,0,0,,0,,27,92,28,0,1,0,2,0,36,2
Daniel Muñoz,12,co COL,WB,28-214,90,71,4,16,28,27,1,71,1,0,0.0,1,100.0,20,79,27,1,1,0,4,1,32,10
Marc Guéhi,6,eng ENG,CB,24-166,90,66,9,46,18,3,0,66,1,1,100.0,0,0.0,35,159,64,0,0,0,0,0,37,0
Maxence Lacroix,5,fr FRA,CB,24-264,90,62,15,44,17,2,1,62,0,0,,0,,28,143,56,1,1,0,2,0,31,0
Trevoh Chalobah,27,eng ENG,CB,25-174,90,47,3,14,30,5,1,47,1,1,100.0,0,0.0,27,164,110,3,1,0,0,3,36,1
Dean Henderson,1,eng ENG,GK,27-289,90,42,32,42,0,0,0,42,0,0,,0,,19,96,42,0,0,0,0,0,16,0
