Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rasmus Højlund,9,dk DEN,FW,22-012,90,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
Alejandro Garnacho,17,ar ARG,AM,20-230,90,18,18,0,0,0,0,0,0,0,0,0,0,13,0,2
Joshua Zirkzee,11,nl NED,AM,23-270,90,26,26,0,0,2,0,0,0,0,0,0,0,21,0,2
Casemiro,18,br BRA,CM,32-359,89,53,52,1,1,0,1,1,0,0,0,0,0,44,0,0
Chidozie Obi-Martin,56,dk DEN,CM,17-079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Fernandes,8,pt POR,CM,30-161,90,86,70,13,5,0,2,11,1,5,2,3,0,60,3,4
Patrick Dorgu,13,dk DEN,WB,20-113,90,43,36,7,0,0,0,5,7,0,0,0,0,32,0,1
Diogo Dalot,20,pt POR,WB,25-335,90,61,56,5,0,0,1,5,5,0,0,0,0,49,0,3
Matthijs de Ligt,4,nl NED,CB,25-188,90,45,44,0,0,0,2,1,0,0,0,0,0,40,1,0
Harry Maguire,5,eng ENG,CB,31-348,90,35,32,2,2,0,1,0,0,0,0,0,0,31,1,0
Noussair Mazraoui,3,ma MAR,CB,27-094,90,49,48,1,1,0,0,1,0,0,0,0,0,47,0,0
André Onana,24,cm CMR,GK,28-320,90,34,25,7,1,0,0,0,0,0,0,0,0,23,2,0
