Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rasmus Højlund,9,dk DEN,FW,22-012,90,0,0,0,1,0,2,0,0,0,0,0,0,1,1,5,16.7
Alejandro Garnacho,17,ar ARG,AM,20-230,90,0,0,0,0,0,1,0,3,2,0,0,0,3,1,0,100.0
Joshua Zirkzee,11,nl NED,AM,23-270,90,0,0,0,0,1,1,0,0,0,0,0,0,8,0,3,0.0
Casemiro,18,br BRA,CM,32-359,89,1,0,0,2,4,0,1,2,3,0,0,0,6,0,0,
Chidozie Obi-Martin,56,dk DEN,CM,17-079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bruno Fernandes,8,pt POR,CM,30-161,90,0,0,0,0,1,0,11,2,5,0,0,0,8,1,0,100.0
Patrick Dorgu,13,dk DEN,WB,20-113,90,1,0,0,1,3,1,5,0,4,0,0,0,2,2,0,100.0
Diogo Dalot,20,pt POR,WB,25-335,90,0,0,0,2,0,1,5,0,0,0,0,0,2,1,0,100.0
Matthijs de Ligt,4,nl NED,CB,25-188,90,0,0,0,0,1,1,1,2,3,0,0,0,5,3,0,100.0
Harry Maguire,5,eng ENG,CB,31-348,90,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0
Noussair Mazraoui,3,ma MAR,CB,27-094,90,0,0,0,3,1,0,1,2,3,0,0,0,3,1,0,100.0
André Onana,24,cm CMR,GK,28-320,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
