Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Joshua Zirkzee,11,nl NED,"FW,AM",23-314,77,26,24,2,0,0,0,0,0,0,0,0,0,19,0,1
Mason Mount,7,eng ENG,AM,26-081,13,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Bruno Fernandes,8,pt POR,"CM,AM",30-205,90,86,78,7,1,1,1,9,0,6,4,2,0,64,1,4
Alejandro Garnacho,17,ar ARG,"AM,WB",20-274,90,61,60,1,0,1,1,7,1,0,0,0,0,50,0,6
Casemiro,18,br BRA,CM,33-037,58,48,46,2,2,2,0,1,0,0,0,0,0,35,0,1
Christian Eriksen,14,dk DEN,CM,33-046,32,33,27,6,1,0,0,5,1,4,2,2,0,28,0,0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-355,45,36,36,0,0,0,0,0,0,0,0,0,0,29,0,1
Rasmus Højlund,9,dk DEN,FW,22-056,45,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Patrick Dorgu,13,dk DEN,"WB,CB",20-157,90,69,65,4,0,0,0,5,4,0,0,0,0,56,0,0
Diogo Dalot,20,pt POR,WB,26-014,90,89,79,10,0,0,0,9,10,0,0,0,0,73,0,1
Noussair Mazraoui,3,ma MAR,CB,27-138,90,73,72,1,0,1,0,1,1,0,0,0,0,65,0,0
Matthijs de Ligt,4,nl NED,CB,25-232,90,67,65,2,1,0,0,0,1,0,0,0,0,62,0,0
Leny Yoro,15,fr FRA,CB,19-139,87,81,80,1,0,2,0,0,0,0,0,0,0,75,0,0
Harry Maguire,5,eng ENG,FW,32-027,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
André Onana,24,cm CMR,GK,28-364,90,20,16,4,1,0,0,0,0,0,0,0,0,19,0,0
