Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Liam Delap,19,eng ENG,FW,21-191,73,18,4,5,5,8,3,18,0,0,,0,,14,134,50,2,2,3,2,2,15,2
Ali Al Hamadi,16,iq IRQ,FW,22-169,17,3,1,2,0,1,1,3,0,0,,0,,1,1,0,0,0,0,0,0,1,0
Omari Hutchinson,20,eng ENG,"LW,RW",20-292,90,29,1,8,10,12,3,29,6,3,50.0,1,16.7,23,239,169,7,2,2,1,0,21,3
Wes Burns,7,wls WAL,RW,29-268,56,20,1,3,7,10,1,20,1,0,0.0,1,100.0,12,34,8,1,2,0,1,1,15,4
Ben Johnson,18,eng ENG,"RB,RW",24-206,34,19,3,14,3,3,0,19,1,0,0.0,1,100.0,6,15,11,0,0,0,0,0,7,0
Conor Chaplin,10,eng ENG,AM,27-183,64,28,0,10,12,6,1,28,0,0,,0,,16,26,9,0,0,0,0,0,20,1
Marcus Harness,11,eng ENG,AM,28-175,26,16,3,5,2,9,2,16,1,0,0.0,1,100.0,9,49,14,0,0,0,0,0,9,1
Massimo Luongo,25,au AUS,DM,31-327,64,26,4,11,9,6,0,26,0,0,,0,,13,60,5,0,0,0,1,0,16,1
Jack Taylor,14,ie IRL,DM,26-055,26,23,7,11,7,5,0,23,0,0,,0,,13,85,56,0,0,0,0,0,15,1
Sam Morsy,5,eg EGY,DM,32-342,90,55,3,20,26,9,1,55,0,0,,0,,27,101,42,0,0,0,1,1,33,2
Leif Davis,3,eng ENG,LB,24-218,90,50,7,15,19,17,0,50,0,0,,0,,20,225,78,5,1,0,2,0,22,3
Jacob Greaves,24,eng ENG,CB,23-340,90,45,15,23,15,7,2,45,0,0,,0,,17,59,18,0,0,0,0,0,27,1
Luke Woolfenden,6,eng ENG,CB,25-301,90,73,29,46,26,1,1,73,0,0,,0,,35,131,56,0,0,0,0,0,38,0
Axel Tuanzebe,40,cd COD,RB,26-277,73,39,8,24,14,1,1,39,0,0,,0,,13,53,21,0,0,0,1,0,19,0
Sammie Szmodics,23,ie IRL,LW,28-328,17,8,0,2,3,3,0,8,1,0,0.0,1,100.0,9,58,23,1,0,0,2,0,7,2
Christian Walton,28,eng ENG,GK,28-282,90,45,39,45,0,0,0,45,0,0,,0,,26,95,48,0,0,0,0,0,21,0
