Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,25-058,89,1,0,0,2,0,0,0,0,0,0,0,0,1,4,6,40.0
Nasser Djiga,34,bf BFA,"CB,FW",22-141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jean-Ricner Bellegarde,27,fr FRA,AM,26-282,64,0,0,0,4,0,0,6,0,1,0,0,0,2,0,1,0.0
Pablo Sarabia,21,es ESP,"AM,FW",32-329,26,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,
Marshall Munetsi,5,zw ZIM,AM,28-287,90,0,0,0,3,1,0,1,0,1,0,0,0,1,4,3,57.1
André,7,br BRA,CM,23-263,90,1,0,0,3,2,0,0,1,1,0,0,0,10,0,0,
João Gomes,8,br BRA,CM,24-052,90,0,0,0,0,3,0,1,0,1,0,0,0,8,0,2,0.0
Rayan Aït-Nouri,3,dz ALG,WB,23-303,87,0,0,0,0,1,1,6,0,0,0,0,0,1,3,2,60.0
Santiago Bueno,4,uy URU,CB,26-147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nélson Semedo,22,pt POR,"WB,CB",31-140,90,0,0,0,0,1,0,2,2,1,0,0,0,3,4,3,57.1
Toti Gomes,24,pt POR,CB,26-079,90,0,0,0,1,0,0,1,0,1,0,0,0,3,3,2,60.0
Emmanuel Agbadou,12,ci CIV,CB,27-292,90,0,0,0,2,0,0,1,0,1,0,0,0,4,2,0,100.0
Matt Doherty,2,ie IRL,CB,33-079,64,0,0,0,1,0,0,1,1,0,0,0,0,3,1,2,33.3
Rodrigo Gomes,19,pt POR,"WB,LM",21-272,26,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,100.0
José Sá,1,pt POR,GK,32-078,90,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
