Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Danny Welbeck,18,eng ENG,FW,33-363,85,39,1,5,20,14,1,39,0,0,,0,,30,119,44,1,1,0,5,2,33,2
Evan Ferguson,28,ie IRL,FW,20-035,5,7,2,4,2,1,0,7,0,0,,0,,2,11,1,0,0,0,0,1,2,0
Kaoru Mitoma,22,jp JPN,LW,27-187,90,39,1,8,19,12,4,39,2,0,0.0,2,100.0,30,198,54,1,2,1,2,0,29,6
Georginio Rutter,14,fr FRA,RW,22-217,63,25,1,5,14,8,2,25,2,0,0.0,2,100.0,17,173,120,1,2,0,0,0,16,3
Simon Adingra,11,ci CIV,RW,22-327,27,14,0,6,6,3,0,14,2,1,50.0,1,50.0,10,133,87,3,2,0,1,1,7,1
João Pedro,9,br BRA,AM,23-058,63,38,0,3,22,13,4,38,1,1,100.0,0,0.0,29,161,58,2,2,1,1,2,33,4
Mats Wieffer,27,nl NED,DM,25-007,27,17,4,6,9,2,0,17,0,0,,0,,6,23,7,0,0,0,0,0,7,1
Yasin Ayari,26,se SWE,DM,21-048,74,55,3,19,34,2,0,55,3,2,66.7,1,33.3,41,218,103,1,0,0,2,2,46,2
Matt O'Riley,33,dk DEN,DM,24-002,16,11,3,3,6,2,1,11,0,0,,0,,4,14,3,0,0,0,0,0,5,1
Carlos Baleba,20,cm CMR,DM,20-325,58,45,3,11,32,5,0,45,1,0,0.0,1,100.0,33,171,103,2,2,0,1,2,35,1
Pervis Estupiñán,30,ec ECU,LB,26-307,90,70,5,24,42,5,1,70,3,2,66.7,1,33.3,39,196,106,2,1,1,1,1,39,3
Igor,3,br BRA,CB,26-290,90,65,13,41,24,0,0,65,0,0,,0,,42,191,83,0,0,0,0,0,48,0
Jan Paul van Hecke,29,nl NED,CB,24-168,90,46,17,31,17,1,1,46,0,0,,0,,21,241,192,2,0,0,1,0,18,0
Joël Veltman,34,nl NED,RB,32-313,90,39,5,19,13,7,0,39,2,1,50.0,0,0.0,12,78,28,1,0,0,0,1,11,1
Bart Verbruggen,1,nl NED,GK,22-097,90,55,48,55,0,0,0,55,1,1,100.0,0,0.0,32,146,95,0,0,0,1,0,25,0
