Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Danny Welbeck,18,eng ENG,FW,33-363,85,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0.0
Evan Ferguson,28,ie IRL,FW,20-035,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Kaoru Mitoma,22,jp JPN,LW,27-187,90,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0
Georginio Rutter,14,fr FRA,RW,22-217,63,1,0,0,1,1,0,0,1,0,0,0,0,4,1,0,100.0
Simon Adingra,11,ci CIV,RW,22-327,27,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,
João Pedro,9,br BRA,AM,23-058,63,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,100.0
Mats Wieffer,27,nl NED,DM,25-007,27,0,0,0,0,1,0,0,1,1,0,0,0,2,2,0,100.0
Yasin Ayari,26,se SWE,DM,21-048,74,0,0,0,1,2,0,1,0,0,0,0,0,3,1,0,100.0
Matt O'Riley,33,dk DEN,DM,24-002,16,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0
Carlos Baleba,20,cm CMR,DM,20-325,58,2,1,1,3,0,0,0,1,1,0,0,0,8,1,0,100.0
Pervis Estupiñán,30,ec ECU,LB,26-307,90,0,0,0,2,0,1,0,1,2,0,0,0,5,1,2,33.3
Igor,3,br BRA,CB,26-290,90,0,0,0,1,2,0,0,0,1,0,0,0,1,3,0,100.0
Jan Paul van Hecke,29,nl NED,CB,24-168,90,1,0,0,2,1,0,0,0,0,0,0,0,3,2,2,50.0
Joël Veltman,34,nl NED,RB,32-313,90,0,0,0,0,2,0,1,1,3,0,0,0,1,2,3,40.0
Bart Verbruggen,1,nl NED,GK,22-097,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
