Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Danny Welbeck,18,eng ENG,FW,33-363,85,28,28,0,0,0,0,0,0,0,0,0,0,24,0,0
Evan Ferguson,28,ie IRL,FW,20-035,5,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Kaoru Mitoma,22,jp JPN,LW,27-187,90,30,29,0,0,0,0,0,0,0,0,0,0,24,1,1
Georginio Rutter,14,fr FRA,RW,22-217,63,18,18,0,0,1,0,0,0,0,0,0,0,7,0,1
Simon Adingra,11,ci CIV,RW,22-327,27,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
João Pedro,9,br BRA,AM,23-058,63,31,31,0,0,1,0,0,0,0,0,0,0,22,0,1
Mats Wieffer,27,nl NED,DM,25-007,27,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0
Yasin Ayari,26,se SWE,DM,21-048,74,45,41,4,2,0,0,1,1,0,0,0,0,42,0,0
Matt O'Riley,33,dk DEN,DM,24-002,16,7,6,1,0,0,0,0,0,0,0,0,0,6,0,0
Carlos Baleba,20,cm CMR,DM,20-325,58,39,39,0,0,0,0,0,0,0,0,0,0,37,0,0
Pervis Estupiñán,30,ec ECU,LB,26-307,90,58,47,11,2,0,1,0,9,0,0,0,0,50,0,1
Igor,3,br BRA,CB,26-290,90,54,52,2,2,0,0,0,0,0,0,0,0,46,0,0
Jan Paul van Hecke,29,nl NED,CB,24-168,90,37,24,13,5,0,0,0,0,0,0,0,0,29,0,0
Joël Veltman,34,nl NED,RB,32-313,90,23,14,9,1,0,0,1,8,0,0,0,0,16,0,0
Bart Verbruggen,1,nl NED,GK,22-097,90,52,36,16,6,0,0,0,0,0,0,0,0,38,0,0
