Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Leandro Trossard,19,be BEL,FW,29-293,44,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Kai Havertz,29,de GER,"RM,FW",25-103,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,6,0
Gabriel Martinelli,11,br BRA,LM,23-096,86,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0
Gabriel Jesus,9,br BRA,LM,27-172,4,2,1,2,0,0,2,2,100.0,0,2,1,1,1,3,0,0
Declan Rice,41,eng ENG,CM,25-252,90,0,0,0,0,0,0,1,0.0,1,4,3,1,0,0,2,0
Thomas Partey,5,gh GHA,CM,31-101,90,3,0,2,1,0,1,2,50.0,1,1,1,0,1,4,3,1
Bukayo Saka,7,eng ENG,RM,23-017,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Ben White,4,eng ENG,CB,26-350,45,1,1,1,0,0,0,1,0.0,1,2,2,0,1,2,2,0
Riccardo Calafiori,33,it ITA,LB,22-126,73,3,3,3,0,0,3,5,60.0,2,3,0,3,0,3,4,0
Jakub Kiwior,15,pl POL,"LB,RB",24-220,17,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Gabriel Magalhães,6,br BRA,CB,26-278,90,2,2,1,1,0,2,3,66.7,1,4,3,1,0,2,5,0
William Saliba,2,fr FRA,CB,23-182,90,2,2,1,1,0,0,0,,0,1,1,0,0,2,8,0
Jurriën Timber,12,nl NED,RB,23-097,89,3,1,1,1,1,1,2,50.0,1,0,0,0,1,4,4,0
Myles Lewis-Skelly,49,eng ENG,LB,17-362,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
David Raya,22,es ESP,GK,29-007,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
