Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Leandro Trossard,19,be BEL,FW,29-293,44,11,0,5,3,3,1,11,0,0,,0,,9,19,6,0,0,0,0,0,9,0
Kai Havertz,29,de GER,"RM,FW",25-103,90,21,4,10,9,3,1,21,3,1,33.3,1,33.3,8,54,33,1,0,0,2,2,10,0
Gabriel Martinelli,11,br BRA,LM,23-096,86,29,3,12,10,8,1,29,1,0,0.0,1,100.0,16,94,41,3,0,1,4,1,16,5
Gabriel Jesus,9,br BRA,LM,27-172,4,6,2,5,0,1,0,6,1,0,0.0,0,0.0,2,26,13,0,0,0,1,0,0,0
Declan Rice,41,eng ENG,CM,25-252,90,34,4,12,19,3,1,34,1,0,0.0,1,100.0,14,99,76,2,1,1,1,2,19,1
Thomas Partey,5,gh GHA,CM,31-101,90,40,5,16,21,3,1,40,0,0,,0,,11,33,10,0,0,0,1,1,17,0
Bukayo Saka,7,eng ENG,RM,23-017,45,16,0,1,8,7,0,16,2,0,0.0,1,50.0,8,56,31,3,0,0,1,0,9,4
Ben White,4,eng ENG,CB,26-350,45,8,4,7,1,0,0,8,0,0,,0,,2,3,1,0,0,0,0,0,2,0
Riccardo Calafiori,33,it ITA,LB,22-126,73,28,7,18,6,4,1,28,1,1,100.0,0,0.0,13,59,23,0,0,0,2,0,11,0
Jakub Kiwior,15,pl POL,"LB,RB",24-220,17,3,1,1,1,1,0,3,0,0,,0,,1,1,0,0,0,0,0,0,1,0
Gabriel Magalhães,6,br BRA,CB,26-278,90,34,10,21,9,4,2,34,0,0,,0,,15,43,19,0,0,0,0,0,20,0
William Saliba,2,fr FRA,CB,23-182,90,37,12,24,13,0,0,37,1,1,100.0,0,0.0,16,81,53,2,0,0,0,0,20,0
Jurriën Timber,12,nl NED,RB,23-097,89,20,4,11,6,3,0,20,1,1,100.0,0,0.0,4,26,11,0,0,0,0,0,4,1
Myles Lewis-Skelly,49,eng ENG,LB,17-362,1,2,0,2,0,0,0,2,0,0,,0,,1,5,5,0,0,0,0,0,2,0
David Raya,22,es ESP,GK,29-007,90,43,38,42,1,0,0,43,0,0,,0,,26,202,151,0,0,0,0,0,14,0
