Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Nicolas Jackson,15,sn SEN,FW,23-100,78,25,1,3,10,12,8,25,2,1,50.0,1,50.0,10,84,53,3,0,3,0,1,12,4
Christopher Nkunku,18,fr FRA,FW,26-319,12,2,0,0,0,2,0,2,0,0,,0,,1,8,0,0,0,0,0,0,2,1
Jadon Sancho,19,eng ENG,LW,24-187,70,30,1,8,11,12,2,30,9,7,77.8,2,22.2,23,123,69,3,1,1,3,0,19,4
Mykhailo Mudryk,10,ua UKR,LW,23-267,20,1,0,0,1,0,0,1,0,0,,0,,1,8,0,0,0,0,0,1,1,0
Noni Madueke,11,eng ENG,RW,22-202,62,23,0,6,10,8,2,23,4,1,25.0,3,75.0,11,64,51,2,1,1,4,0,11,2
Pedro Neto,7,pt POR,RW,24-203,28,13,0,5,4,4,3,13,1,0,0.0,1,100.0,6,64,39,2,0,2,0,0,7,3
Cole Palmer,20,eng ENG,AM,22-145,90,42,1,4,17,21,6,41,2,1,50.0,1,50.0,19,77,48,2,0,2,0,1,25,3
Enzo Fernández,8,ar ARG,DM,23-255,78,43,0,10,23,10,0,43,3,1,33.3,2,66.7,15,123,61,1,0,0,1,1,21,0
Roméo Lavia,45,be BEL,DM,20-266,12,11,0,6,4,1,0,11,1,0,0.0,1,100.0,9,61,36,0,0,0,0,0,10,1
Moisés Caicedo,25,ec ECU,DM,22-331,90,41,4,19,19,4,1,41,2,2,100.0,0,0.0,14,47,22,0,0,0,0,0,24,0
Marc Cucurella,3,es ESP,LB,26-068,69,33,7,24,7,2,1,33,0,0,,0,,13,36,19,0,0,0,0,0,16,1
Renato Veiga,40,pt POR,LB,21-061,21,23,0,18,4,1,0,23,0,0,,0,,7,19,8,0,0,0,0,0,11,0
Levi Colwill,6,eng ENG,CB,21-215,90,59,13,45,13,1,0,59,1,1,100.0,0,0.0,27,114,51,0,0,0,1,0,39,0
Wesley Fofana,29,fr FRA,CB,23-286,90,66,6,48,18,2,1,66,2,1,50.0,1,50.0,45,225,67,0,0,0,1,0,45,0
Malo Gusto,27,fr FRA,RB,21-132,90,59,6,45,11,3,0,59,0,0,,0,,17,73,43,1,0,0,1,0,26,1
Robert Sánchez,1,es ESP,GK,26-315,90,65,56,65,0,0,0,65,0,0,,0,,42,200,127,0,0,0,0,0,41,0
