Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-086,78,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Christopher Nkunku,18,fr FRA,FW,26-305,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Pedro Neto,7,pt POR,LW,24-189,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jadon Sancho,19,eng ENG,LW,24-173,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Noni Madueke,11,eng ENG,RW,22-188,61,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
João Félix,14,pt POR,AM,24-309,29,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Cole Palmer,20,eng ENG,"AM,RW",22-131,90,2,1,1,1,0,1,2,50.0,1,0,0,0,0,2,2,0
Renato Veiga,40,pt POR,DM,21-047,90,3,2,0,3,0,1,3,33.3,2,1,1,0,0,3,0,0
Moisés Caicedo,25,ec ECU,DM,22-317,90,4,2,2,2,0,3,3,100.0,0,1,0,1,2,6,2,0
Marc Cucurella,3,es ESP,LB,26-054,90,1,0,1,0,0,0,0,,0,1,0,1,1,2,0,0
Levi Colwill,6,eng ENG,CB,21-201,90,0,0,0,0,0,0,1,0.0,1,2,2,0,0,0,4,0
Wesley Fofana,29,fr FRA,CB,23-272,90,1,1,0,1,0,0,1,0.0,1,1,1,0,1,2,5,0
Axel Disasi,2,fr FRA,RB,26-187,60,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,2,0
Tosin Adarabioyo,4,eng ENG,RB,26-356,30,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
Robert Sánchez,1,es ESP,GK,26-301,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
