Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Nicolas Jackson,15,sn SEN,FW,23-066,67,21,19,2,0,0,0,0,0,0,0,0,0,18,0,0
João Félix,14,pt POR,"RM,FW",24-289,23,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0
Mykhailo Mudryk,10,ua UKR,LW,23-233,45,9,9,0,0,0,0,1,0,0,0,0,0,5,0,0
Pedro Neto,7,pt POR,LW,24-169,45,21,19,2,1,0,0,0,0,1,0,0,0,20,0,0
Noni Madueke,11,eng ENG,RW,22-168,90,21,20,0,0,0,0,2,0,0,0,0,0,16,1,1
Cole Palmer,20,eng ENG,AM,22-111,82,37,33,4,1,0,0,5,1,1,1,0,0,24,0,1
Christopher Nkunku,18,fr FRA,"FW,AM",26-285,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Enzo Fernández,8,ar ARG,"DM,CM",23-221,90,59,53,6,3,0,1,3,0,3,2,0,0,43,0,3
Moisés Caicedo,25,ec ECU,DM,22-297,75,37,36,1,1,0,0,0,0,0,0,0,0,32,0,1
Kiernan Dewsbury-Hall,22,eng ENG,"LM,DM",25-354,15,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0
Marc Cucurella,3,es ESP,LB,26-034,82,55,46,9,1,1,0,0,8,0,0,0,0,52,0,0
Renato Veiga,40,pt POR,LB,21-027,8,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0
Levi Colwill,6,eng ENG,CB,21-181,90,77,71,6,2,0,0,0,0,0,0,0,0,71,0,1
Wesley Fofana,29,fr FRA,CB,23-252,90,47,46,1,1,0,0,0,0,0,0,0,0,42,0,1
Malo Gusto,27,fr FRA,RB,21-098,90,52,44,8,4,0,1,0,4,0,0,0,0,46,0,2
Robert Sánchez,1,es ESP,GK,26-281,90,48,40,8,1,0,0,0,0,0,0,0,0,40,0,0
