Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Darwin Núñez,9,uy URU,FW,25-138,64,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0.0
Cody Gakpo,18,nl NED,"FW,LW",25-186,26,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,
Luis Díaz,7,co COL,"LW,FW",27-301,90,0,0,0,3,3,0,1,0,1,0,0,0,5,1,2,33.3
Mohamed Salah,11,eg EGY,RW,32-147,90,0,0,0,0,2,0,1,0,1,0,0,0,3,0,0,
Curtis Jones,17,eng ENG,AM,23-284,64,0,0,0,0,2,0,0,0,1,0,0,0,6,1,0,100.0
Dominik Szoboszlai,8,hu HUN,AM,24-015,26,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0.0
Alexis Mac Allister,10,ar ARG,DM,25-321,86,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,
Wataru Endo,3,jp JPN,DM,31-274,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Gravenberch,38,nl NED,DM,22-177,90,0,0,0,1,2,0,0,4,1,0,0,0,4,0,0,
Andrew Robertson,26,sct SCO,LB,30-243,90,0,0,0,0,1,0,4,2,1,0,0,0,7,0,0,
Virgil van Dijk,4,nl NED,CB,33-124,90,0,0,0,1,2,0,0,0,0,0,0,0,4,1,1,50.0
Ibrahima Konaté,5,fr FRA,CB,25-168,90,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,100.0
Trent Alexander-Arnold,66,eng ENG,RB,26-033,24,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
Conor Bradley,84,nir NIR,RB,21-123,66,0,0,0,2,1,0,0,0,1,0,0,0,4,1,0,100.0
Caoimhín Kelleher,62,ie IRL,GK,25-352,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
