Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Darwin Núñez,9,uy URU,FW,25-138,64,26,0,0,6,20,7,26,1,1,100.0,0,0.0,14,93,66,2,2,1,3,0,22,6
Cody Gakpo,18,nl NED,"FW,LW",25-186,26,10,0,2,4,4,2,10,0,0,,0,,5,24,20,1,0,1,0,0,6,1
Luis Díaz,7,co COL,"LW,FW",27-301,90,43,3,6,15,23,6,43,5,3,60.0,2,40.0,28,248,141,5,0,2,1,3,32,10
Mohamed Salah,11,eg EGY,RW,32-147,90,46,0,3,17,26,6,46,2,0,0.0,2,100.0,27,155,89,2,5,1,4,2,36,11
Curtis Jones,17,eng ENG,AM,23-284,64,47,1,8,30,9,1,47,2,1,50.0,1,50.0,26,104,29,1,0,0,0,3,37,4
Dominik Szoboszlai,8,hu HUN,AM,24-015,26,13,1,2,9,3,1,13,1,1,100.0,0,0.0,9,47,31,1,1,1,0,0,8,0
Alexis Mac Allister,10,ar ARG,DM,25-321,86,73,1,6,48,19,0,73,0,0,,0,,36,125,67,1,1,0,2,2,63,6
Wataru Endo,3,jp JPN,DM,31-274,4,5,0,0,4,1,0,5,0,0,,0,,3,11,0,0,0,0,0,0,4,0
Ryan Gravenberch,38,nl NED,DM,22-177,90,73,9,18,45,11,0,73,3,3,100.0,0,0.0,39,175,81,2,2,0,0,0,52,0
Andrew Robertson,26,sct SCO,LB,30-243,90,95,5,23,52,22,5,95,1,0,0.0,1,100.0,48,231,83,1,2,0,1,0,62,4
Virgil van Dijk,4,nl NED,CB,33-124,90,121,18,44,75,2,0,121,0,0,,0,,78,382,187,0,0,0,1,0,95,0
Ibrahima Konaté,5,fr FRA,CB,25-168,90,83,10,40,42,1,1,83,0,0,,0,,46,232,130,0,0,0,1,0,64,0
Trent Alexander-Arnold,66,eng ENG,RB,26-033,24,19,1,3,11,6,0,19,0,0,,0,,10,112,38,2,2,0,0,0,13,0
Conor Bradley,84,nir NIR,RB,21-123,66,62,5,23,34,5,0,62,0,0,,0,,36,222,112,3,3,0,0,0,43,0
Caoimhín Kelleher,62,ie IRL,GK,25-352,90,31,22,31,0,0,0,31,0,0,,0,,18,52,25,0,0,0,0,0,24,0
