Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alexander Isak,14,se SWE,FW,25-170,78,27,2,2,7,19,4,27,1,1,100.0,0,0.0,17,142,38,1,2,0,3,2,18,9
Callum Wilson,9,eng ENG,FW,33-011,12,8,0,2,5,1,0,8,1,1,100.0,0,0.0,5,10,7,0,0,0,0,0,6,0
Harvey Barnes,11,eng ENG,LW,27-091,78,40,0,5,6,29,7,40,4,1,25.0,3,75.0,32,178,80,4,2,3,1,1,32,8
Joe Willock,28,eng ENG,LW,25-202,12,8,0,1,5,3,1,8,1,0,0.0,1,100.0,6,46,40,1,1,0,1,0,5,3
Jacob Murphy,23,eng ENG,RW,30-014,90,49,0,7,19,24,5,49,4,2,50.0,2,50.0,32,131,49,2,1,2,2,1,33,7
Joelinton,7,br BRA,LM,28-208,90,47,5,13,14,21,0,47,1,0,0.0,1,100.0,26,146,105,2,4,0,2,2,28,1
Sandro Tonali,8,it ITA,CM,24-306,90,53,3,10,25,18,3,53,3,3,100.0,0,0.0,37,175,72,3,0,1,1,0,42,1
Bruno Guimarães,39,br BRA,RM,27-114,87,56,1,6,29,22,2,56,1,1,100.0,0,0.0,38,249,143,3,2,0,3,2,46,3
Sean Longstaff,36,eng ENG,RM,27-131,3,5,0,4,1,0,0,5,0,0,,0,,3,11,2,0,0,0,1,0,4,0
Valentino Livramento,21,eng ENG,LB,22-118,90,83,5,21,38,25,2,83,1,1,100.0,0,0.0,47,255,139,3,1,0,2,0,46,7
Dan Burn,33,eng ENG,CB,32-305,90,59,13,37,19,3,3,59,0,0,,0,,27,134,48,0,1,1,3,0,34,0
Fabian Schär,5,ch SUI,CB,33-080,90,58,8,29,25,4,2,58,0,0,,0,,34,122,54,0,0,0,0,0,34,1
Kieran Trippier,2,eng ENG,RB,34-172,90,80,4,19,35,28,0,80,1,1,100.0,0,0.0,40,248,152,5,3,0,0,0,43,0
Nick Pope,22,eng ENG,GK,32-325,90,28,21,28,0,0,0,28,0,0,,0,,15,77,44,0,0,0,0,0,11,0
