Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,14,se SWE,FW,25-050,89,29,28,1,0,0,0,1,0,0,0,0,0,25,0,0
William Osula,18,dk DEN,FW,21-098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joelinton,7,br BRA,"RW,LW",28-088,90,51,48,3,0,0,0,6,3,0,0,0,0,38,0,0
Anthony Gordon,10,eng ENG,"RW,LW",23-260,79,44,39,5,1,0,0,5,1,3,3,0,0,34,0,1
Harvey Barnes,11,eng ENG,LW,26-337,11,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Joe Willock,28,eng ENG,LM,25-082,68,32,32,0,0,0,1,3,0,0,0,0,0,25,0,1
Sandro Tonali,8,it ITA,LM,24-186,22,12,11,1,1,0,0,1,0,0,0,0,0,9,0,0
Bruno Guimarães,39,br BRA,CM,26-360,90,39,36,3,3,0,0,1,0,0,0,0,0,34,0,0
Sean Longstaff,36,eng ENG,RM,27-011,90,48,47,1,0,1,1,0,0,0,0,0,0,42,0,1
Lewis Hall,20,eng ENG,LB,20-063,90,90,75,15,6,0,0,6,7,2,1,0,0,76,0,0
Dan Burn,33,eng ENG,CB,32-185,90,62,62,0,0,0,0,0,0,0,0,0,0,55,0,1
Fabian Schär,5,ch SUI,CB,32-326,90,59,55,4,3,0,1,0,1,0,0,0,0,51,0,0
Valentino Livramento,21,eng ENG,RB,21-364,90,52,44,8,0,0,0,5,8,0,0,0,0,42,0,0
Nick Pope,22,eng ENG,GK,32-205,90,21,16,5,2,0,0,0,0,0,0,0,0,16,0,0
