Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
João Pedro,9,br BRA,FW,23-112,77,21,21,0,0,0,0,2,0,0,0,0,0,16,0,1
Danny Welbeck,18,eng ENG,FW,34-051,13,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaoru Mitoma,22,jp JPN,LM,27-241,90,33,33,0,0,1,0,3,0,0,0,0,0,20,0,4
Yasin Ayari,26,se SWE,CM,21-102,89,49,43,6,1,0,0,5,0,4,4,0,0,38,0,1
Jakub Moder,15,pl POL,CM,25-284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt O'Riley,33,dk DEN,CM,24-056,62,21,18,3,0,0,1,3,0,3,3,0,0,17,0,0
Georginio Rutter,14,fr FRA,FW,22-271,28,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
Simon Adingra,11,ci CIV,RM,23-015,62,13,13,0,0,0,0,1,0,0,0,0,0,12,0,0
Yankuba Minteh,17,gm GAM,RM,20-178,28,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Carlos Baleba,20,cm CMR,"DM,CM",21-013,90,39,39,0,0,0,0,0,0,0,0,0,0,30,0,1
Pervis Estupiñán,30,ec ECU,LB,26-361,90,58,48,9,0,0,0,4,7,2,2,0,0,52,1,1
Adam Webster,4,eng ENG,CB,30-012,62,79,74,5,4,0,0,0,0,0,0,0,0,72,0,0
Lewis Dunk,5,eng ENG,CB,33-056,28,24,22,2,2,0,0,0,0,0,0,0,0,23,0,0
Jan Paul van Hecke,29,nl NED,CB,24-222,90,59,57,2,2,0,0,1,0,0,0,0,0,53,0,0
Joël Veltman,34,nl NED,RB,33-001,90,47,42,5,2,1,0,3,3,0,0,0,0,36,0,0
Bart Verbruggen,1,nl NED,GK,22-151,90,44,40,4,3,0,0,0,0,0,0,0,0,34,0,0
