Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Chris Wood,11,nz NZL,FW,33-007,90,22,1,4,10,8,3,22,2,1,50.0,1,50.0,12,48,17,1,0,1,3,0,16,1
Callum Hudson-Odoi,14,eng ENG,LW,24-037,89,60,0,3,13,44,3,60,2,1,50.0,1,50.0,51,419,252,9,5,2,2,2,59,14
Willy Boly,30,ci CIV,CB,33-315,1,6,3,6,0,0,0,6,0,0,,0,,1,4,2,0,0,0,0,0,0,0
Nicolás Domínguez,16,ar ARG,RW,26-169,76,51,2,9,24,18,3,51,0,0,,0,,32,153,56,1,0,0,1,0,37,2
Anthony Elanga,21,se SWE,"RW,RM",22-231,14,10,0,1,5,4,1,10,0,0,,0,,6,27,23,1,0,0,3,1,7,1
Morgan Gibbs-White,10,eng ENG,"AM,CM",24-322,90,69,1,3,30,37,5,69,4,3,75.0,1,25.0,50,274,102,2,2,0,5,0,60,8
Elliot Anderson,8,eng ENG,"DM,CM",22-038,90,87,5,23,32,33,5,87,5,3,60.0,2,40.0,48,317,167,3,3,3,1,2,56,5
Ryan Yates,22,eng ENG,DM,27-023,67,50,2,9,23,18,1,50,0,0,,0,,21,95,30,0,0,0,1,0,30,0
Jota Silva,20,pt POR,"DM,LM",25-135,23,10,0,1,5,4,0,10,0,0,,0,,8,17,14,1,0,0,1,0,9,2
Neco Williams,7,wls WAL,LB,23-245,90,61,7,18,23,20,1,61,1,1,100.0,0,0.0,37,195,88,2,2,1,0,0,41,2
Murillo,5,br BRA,CB,22-163,67,64,8,33,26,5,1,64,1,1,100.0,0,0.0,46,227,145,0,1,0,0,0,49,0
Morato,4,br BRA,CB,23-167,23,14,2,10,3,2,0,14,0,0,,0,,7,49,38,0,0,0,0,0,5,0
Nikola Milenković,31,rs SRB,CB,27-063,90,48,8,26,20,2,2,48,0,0,,0,,28,120,44,0,0,0,0,0,32,1
Ola Aina,34,ng NGA,RB,28-067,90,51,2,21,24,6,0,51,0,0,,0,,35,169,76,1,1,0,2,1,34,2
Matz Sels,26,be BEL,GK,32-292,90,17,12,16,1,0,0,17,0,0,,0,,7,23,19,0,0,0,0,0,4,0
