Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,32-339,90,0,0,0,0,0,1,0,0,0,0,0,0,1,2,6,25.0
Callum Hudson-Odoi,14,eng ENG,LW,24-003,58,0,0,0,2,0,0,1,0,0,0,0,0,4,0,1,0.0
Jota Silva,20,pt POR,"RW,RM",25-101,32,0,0,0,1,1,0,4,1,1,0,0,0,2,1,2,33.3
Anthony Elanga,21,se SWE,"RW,LW,AM",22-197,87,0,0,0,1,1,1,9,0,2,0,0,0,2,4,2,66.7
Taiwo Awoniyi,9,ng NGA,"FW,AM",27-090,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Morgan Gibbs-White,10,eng ENG,AM,24-288,58,0,0,0,2,2,0,2,0,1,0,0,0,2,0,3,0.0
Elliot Anderson,8,eng ENG,"AM,DM,CM",22-004,32,0,0,0,1,0,0,1,0,1,0,0,0,4,0,0,
Nicolás Domínguez,16,ar ARG,DM,26-135,73,0,0,0,0,0,0,0,1,3,0,0,0,6,0,0,
Ramón Sosa,24,py PAR,"LW,LB",25-071,17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
Ryan Yates,22,eng ENG,"DM,CM",26-355,90,1,0,0,5,2,1,1,0,3,0,0,0,3,3,2,60.0
Álex Moreno,19,es ESP,LB,31-155,87,0,0,0,0,0,0,1,3,2,0,0,0,4,0,2,0.0
James Ward-Prowse,18,eng ENG,"LM,LB",30-009,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Murillo,5,br BRA,CB,22-129,90,0,0,0,0,0,0,0,1,3,0,0,0,2,2,1,66.7
Nikola Milenković,31,rs SRB,CB,27-029,90,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,50.0
Ola Aina,34,ng NGA,RB,28-033,90,0,0,0,0,0,0,3,1,2,0,0,0,7,0,0,
Matz Sels,26,be BEL,GK,32-258,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0
