Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Solanke,19,eng ENG,FW,27-043,90,36,3,4,21,12,5,36,6,2,33.3,4,66.7,20,201,90,2,1,1,0,3,23,8
Mikey Moore,47,eng ENG,LW,17-077,61,22,0,3,3,16,0,22,4,0,0.0,3,75.0,18,149,76,2,1,0,1,2,17,7
Timo Werner,16,de GER,LM,28-235,29,15,0,1,2,13,1,15,0,0,,0,,12,81,42,2,0,1,0,2,11,4
Brennan Johnson,22,wls WAL,"RW,RM",23-157,90,28,0,4,12,13,4,28,1,1,100.0,0,0.0,16,70,43,2,0,0,0,1,19,7
James Maddison,10,eng ENG,LM,27-339,61,46,2,11,21,14,2,46,2,1,50.0,1,50.0,30,151,84,0,2,0,1,2,33,3
Richarlison,9,br BRA,FW,27-170,29,12,0,1,6,5,2,12,1,0,0.0,1,100.0,7,26,2,0,0,0,2,1,10,7
Yves Bissouma,8,ml MLI,CM,28-058,86,59,7,26,29,4,0,59,5,1,20.0,4,80.0,31,159,49,0,0,0,1,1,31,0
Rodrigo Bentancur,30,uy URU,CM,27-124,4,17,0,5,8,4,0,17,0,0,,0,,14,59,33,0,0,0,0,0,16,0
Dejan Kulusevski,21,se SWE,RM,24-185,61,28,1,4,9,15,3,28,1,1,100.0,0,0.0,18,166,117,4,4,0,0,1,21,6
Pape Matar Sarr,29,sn SEN,CM,22-043,29,37,0,8,21,9,0,37,1,0,0.0,1,100.0,29,226,119,2,1,0,0,0,30,0
Destiny Udogie,13,it ITA,LB,21-334,90,80,3,27,38,16,1,80,5,2,40.0,2,40.0,50,285,171,3,4,0,1,2,46,6
Micky van de Ven,37,nl NED,CB,23-191,90,85,19,57,25,3,2,85,1,1,100.0,0,0.0,55,240,77,0,1,0,0,0,50,0
Cristian Romero,17,ar ARG,CB,26-183,90,93,26,52,34,7,3,93,1,0,0.0,0,0.0,51,285,143,0,1,0,1,0,53,1
Pedro Porro,23,es ESP,RB,25-044,90,86,1,31,19,36,1,86,0,0,,0,,45,193,90,3,2,0,0,1,53,6
Guglielmo Vicario,1,it ITA,GK,28-020,90,46,37,45,1,0,0,46,0,0,,0,,32,197,109,0,0,0,0,0,28,0
