Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Calvert-Lewin,9,eng ENG,FW,27-203,90,30,5,5,12,13,3,30,1,0,0.0,0,0.0,15,65,25,1,0,1,2,4,21,8
Iliman Ndiaye,10,sn SEN,LW,24-213,90,37,2,10,12,17,3,37,11,5,45.5,5,45.5,19,216,123,5,1,1,1,2,22,4
Jack Harrison,11,eng ENG,RW,27-320,67,34,0,8,10,18,4,34,3,1,33.3,2,66.7,20,83,46,1,1,0,2,3,21,6
Tim Iroegbunam,42,eng ENG,DM,21-097,23,10,3,6,3,1,0,10,0,0,,0,,0,0,0,0,0,0,0,0,1,0
Dwight McNeil,7,eng ENG,"AM,RW",24-318,90,34,0,3,13,18,1,34,3,2,66.7,1,33.3,25,156,77,2,2,0,4,3,21,3
Orel Mangala,8,be BEL,DM,26-201,56,24,1,6,14,4,0,24,0,0,,0,,17,85,16,0,0,0,0,2,17,1
Idrissa Gana Gueye,27,sn SEN,DM,35-009,34,27,3,9,15,4,1,27,1,1,100.0,0,0.0,10,65,35,0,0,0,0,0,12,0
Abdoulaye Doucouré,16,ml MLI,"DM,AM",31-278,90,40,1,6,28,7,0,40,2,1,50.0,1,50.0,20,94,34,1,1,0,0,1,20,2
Ashley Young,18,eng ENG,LB,39-088,90,45,2,15,25,5,0,45,0,0,,0,,16,65,32,0,0,0,0,0,22,0
Michael Keane,5,eng ENG,CB,31-268,90,44,10,31,14,0,0,44,0,0,,0,,25,75,25,0,0,0,0,0,25,0
James Tarkowski,6,eng ENG,CB,31-321,90,57,15,31,24,2,1,57,1,1,100.0,0,0.0,27,130,102,0,0,0,0,0,29,0
James Garner,37,eng ENG,RB,23-206,90,45,4,14,24,7,0,45,2,2,100.0,0,0.0,21,63,17,0,0,0,1,1,18,1
Jordan Pickford,1,eng ENG,GK,30-212,90,42,28,40,3,0,0,42,0,0,,0,,17,99,60,0,0,0,0,0,15,0
