Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Calvert-Lewin,9,eng ENG,FW,27-203,90,17,17,0,0,0,0,1,0,0,0,0,0,8,0,1
Iliman Ndiaye,10,sn SEN,LW,24-213,90,24,24,0,0,0,0,2,0,0,0,0,0,20,0,0
Jack Harrison,11,eng ENG,RW,27-320,67,22,22,0,0,0,0,1,0,0,0,0,0,16,0,1
Tim Iroegbunam,42,eng ENG,DM,21-097,23,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Dwight McNeil,7,eng ENG,"AM,RW",24-318,90,21,20,1,0,0,0,1,0,0,0,0,0,17,0,1
Orel Mangala,8,be BEL,DM,26-201,56,18,18,0,0,0,0,0,0,0,0,0,0,17,0,0
Idrissa Gana Gueye,27,sn SEN,DM,35-009,34,20,20,0,0,0,0,0,0,0,0,0,0,13,0,2
Abdoulaye Doucouré,16,ml MLI,"DM,AM",31-278,90,31,31,0,0,0,1,1,0,0,0,0,0,23,0,2
Ashley Young,18,eng ENG,LB,39-088,90,36,27,8,0,1,0,1,8,0,0,0,0,26,1,2
Michael Keane,5,eng ENG,CB,31-268,90,32,32,0,0,0,0,0,0,0,0,0,0,29,0,0
James Tarkowski,6,eng ENG,CB,31-321,90,40,38,2,2,0,1,0,0,0,0,0,0,31,0,1
James Garner,37,eng ENG,RB,23-206,90,34,27,6,0,0,0,2,6,0,0,0,0,22,1,5
Jordan Pickford,1,eng ENG,GK,30-212,90,40,23,17,8,0,1,0,0,0,0,0,0,21,0,0
