Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alexander Isak,14,se SWE,FW,25-198,71,21,1,2,5,15,3,21,1,0,0.0,1,100.0,17,132,80,5,2,2,0,0,16,5
Callum Wilson,9,eng ENG,FW,33-039,19,4,0,1,0,3,1,4,0,0,,0,,3,6,0,0,1,0,2,1,4,2
Harvey Barnes,11,eng ENG,"LW,RW",27-119,90,44,0,8,17,22,5,44,4,1,25.0,3,75.0,29,247,170,3,4,1,3,0,29,12
Jacob Murphy,23,eng ENG,RW,30-042,71,28,0,5,15,8,4,28,2,1,50.0,1,50.0,15,63,29,1,0,0,0,0,19,6
William Osula,18,dk DEN,LW,21-246,19,12,0,1,7,4,1,12,3,1,33.3,2,66.7,6,32,3,0,0,0,2,0,5,1
Joelinton,7,br BRA,LM,28-236,64,33,1,5,19,10,2,33,1,1,100.0,0,0.0,21,92,29,0,0,0,0,1,21,0
Lewis Miley,67,eng ENG,LM,18-341,26,13,0,3,6,4,0,13,0,0,,0,,7,33,16,0,1,0,1,0,9,2
Sandro Tonali,8,it ITA,CM,24-334,90,52,4,17,25,11,0,52,2,1,50.0,1,50.0,30,111,39,0,2,0,0,0,31,0
Bruno Guimarães,39,br BRA,RM,27-142,64,37,1,6,27,4,0,37,2,1,50.0,1,50.0,24,99,57,1,0,0,1,1,23,1
Sean Longstaff,36,eng ENG,RM,27-159,26,6,1,2,3,1,0,6,0,0,,0,,5,10,1,0,0,0,0,0,5,0
Valentino Livramento,21,eng ENG,LB,22-146,90,73,4,21,37,17,2,73,1,0,0.0,0,0.0,48,379,300,7,2,1,1,1,49,3
Dan Burn,33,eng ENG,CB,32-333,90,66,8,49,15,2,1,66,0,0,,0,,38,106,26,0,0,0,1,1,41,0
Fabian Schär,5,ch SUI,CB,33-108,90,76,9,50,24,2,1,76,0,0,,0,,44,112,34,0,0,0,1,1,45,0
Kieran Trippier,2,eng ENG,RB,34-200,86,70,6,32,36,2,0,70,2,2,100.0,0,0.0,33,136,66,0,0,0,1,0,38,0
Emil Krafth,17,se SWE,RB,30-248,4,10,0,0,3,7,1,10,1,0,0.0,1,100.0,4,37,29,1,1,0,0,0,5,1
Nick Pope,22,eng ENG,GK,32-353,90,30,23,30,0,0,0,30,0,0,,0,,15,82,60,0,0,0,0,0,10,0
