Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rodrigo Muniz,9,br BRA,FW,23-337,75,0,0,0,0,3,1,0,0,1,0,0,0,1,5,5,50.0
Raúl Jiménez,7,mx MEX,FW,33-336,15,0,0,0,0,0,0,0,0,1,0,0,0,2,6,1,85.7
Alex Iwobi,17,ng NGA,LW,28-338,81,0,0,0,0,0,1,4,1,1,0,0,0,7,0,0,
Kenny Tete,2,nl NED,CB,29-179,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Ryan Sessegnon,30,eng ENG,RW,24-323,81,0,0,0,1,0,0,0,1,1,0,0,0,4,0,2,0.0
Adama Traoré,11,es ESP,RM,29-071,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Andreas Pereira,18,br BRA,AM,29-095,75,0,0,0,2,0,0,6,1,0,0,0,0,5,2,0,100.0
Emile Smith Rowe,32,eng ENG,"LM,AM",24-252,15,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
Saša Lukić,20,rs SRB,DM,28-236,75,1,0,0,3,1,0,1,0,1,0,0,0,5,0,0,
Harrison Reed,6,eng ENG,"CM,DM",30-069,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Sander Berge,16,no NOR,"DM,CM",27-051,90,0,0,0,0,0,0,0,0,2,0,0,0,7,2,1,66.7
Antonee Robinson,33,us USA,LB,27-241,90,0,0,0,0,0,0,1,3,3,0,0,0,5,1,1,50.0
Calvin Bassey,3,ng NGA,CB,25-096,90,0,0,0,2,1,0,1,1,3,0,0,0,8,1,0,100.0
Joachim Andersen,5,dk DEN,CB,28-310,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33.3
Timothy Castagne,21,be BEL,RB,29-122,90,0,0,0,1,1,0,0,1,4,0,0,0,3,2,0,100.0
Bernd Leno,1,de GER,GK,33-033,90,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
