Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Taiwo Awoniyi,9,ng NGA,FW,27-103,62,17,0,2,11,4,0,17,1,0,0.0,1,100.0,7,28,4,0,0,0,1,4,12,2
Chris Wood,11,nz NZL,FW,32-352,28,11,1,1,6,4,3,11,0,0,,0,,4,32,26,1,1,0,1,1,8,1
Callum Hudson-Odoi,14,eng ENG,LW,24-016,90,30,0,3,15,13,4,30,2,2,100.0,0,0.0,19,217,147,6,3,4,2,0,21,3
Anthony Elanga,21,se SWE,RW,22-210,45,15,1,3,9,3,1,15,1,0,0.0,0,0.0,7,66,25,1,3,1,0,2,11,2
Jota Silva,20,pt POR,"AM,RW",25-114,45,16,0,1,5,10,1,16,3,0,0.0,1,33.3,12,61,11,0,0,0,4,0,15,7
Ryan Yates,22,eng ENG,"AM,DM",27-002,90,39,3,7,22,10,2,39,1,0,0.0,1,100.0,12,50,10,0,1,0,0,0,25,1
Nicolás Domínguez,16,ar ARG,DM,26-148,62,39,5,15,23,2,1,39,2,1,50.0,0,0.0,13,56,27,0,0,0,1,0,21,2
Ramón Sosa,24,py PAR,RW,25-084,28,6,0,1,1,4,0,6,1,1,100.0,0,0.0,7,46,15,0,0,0,0,0,6,2
James Ward-Prowse,18,eng ENG,DM,30-022,90,38,2,9,16,13,0,38,0,0,,0,,13,56,22,0,0,0,0,1,21,1
Álex Moreno,19,es ESP,LB,31-168,72,25,4,16,6,4,0,25,1,0,0.0,1,100.0,7,43,13,1,1,0,0,0,8,0
Neco Williams,7,wls WAL,LB,23-224,18,9,0,3,4,2,0,9,1,0,0.0,1,100.0,3,56,46,2,1,0,0,0,3,0
Murillo,5,br BRA,CB,22-142,90,58,19,31,25,2,0,58,0,0,,0,,27,135,100,0,1,0,0,0,35,1
Nikola Milenković,31,rs SRB,CB,27-042,90,39,5,12,24,3,1,39,0,0,,0,,20,110,39,0,0,0,0,1,29,0
Ola Aina,34,ng NGA,RB,28-046,90,49,4,12,21,18,0,49,1,0,0.0,1,100.0,22,219,99,2,2,0,0,0,27,2
Matz Sels,26,be BEL,GK,32-271,90,31,23,31,0,0,0,31,0,0,,0,,9,63,51,0,0,0,0,0,9,0
