Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Taiwo Awoniyi,9,ng NGA,FW,27-103,62,9,9,0,0,1,0,0,0,0,0,0,0,6,0,0
Chris Wood,11,nz NZL,FW,32-352,28,8,7,0,0,0,0,0,0,0,0,0,0,5,1,0
Callum Hudson-Odoi,14,eng ENG,LW,24-016,90,25,24,1,0,0,0,3,0,0,0,0,0,20,0,0
Anthony Elanga,21,se SWE,RW,22-210,45,10,10,0,0,0,0,1,0,0,0,0,0,7,0,0
Jota Silva,20,pt POR,"AM,RW",25-114,45,8,8,0,0,0,0,2,0,0,0,0,0,5,0,0
Ryan Yates,22,eng ENG,"AM,DM",27-002,90,31,27,4,1,0,0,0,0,0,0,0,0,25,0,1
Nicolás Domínguez,16,ar ARG,DM,26-148,62,28,27,0,0,0,0,0,0,0,0,0,0,23,1,1
Ramón Sosa,24,py PAR,RW,25-084,28,6,6,0,0,0,0,2,0,0,0,0,0,4,0,0
James Ward-Prowse,18,eng ENG,DM,30-022,90,33,28,5,4,0,0,5,0,1,1,0,0,28,0,0
Álex Moreno,19,es ESP,LB,31-168,72,18,15,3,0,0,0,1,3,0,0,0,0,13,0,1
Neco Williams,7,wls WAL,LB,23-224,18,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Murillo,5,br BRA,CB,22-142,90,45,41,4,4,0,1,1,0,0,0,0,0,38,0,0
Nikola Milenković,31,rs SRB,CB,27-042,90,32,32,0,0,0,0,0,0,0,0,0,0,29,0,0
Ola Aina,34,ng NGA,RB,28-046,90,41,32,9,1,0,0,3,8,0,0,0,0,29,0,1
Matz Sels,26,be BEL,GK,32-271,90,27,11,16,3,0,0,0,0,0,0,0,0,16,0,0
