Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-349,90,0,0,0,2,0,0,0,0,0,0,0,0,2,1,4,20.0
Matheus Cunha,10,br BRA,AM,25-238,90,0,0,0,0,2,0,7,0,1,0,0,0,5,1,2,33.3
Pablo Sarabia,21,es ESP,AM,32-254,73,0,0,0,0,1,1,3,0,0,0,0,0,3,1,0,100.0
Gonçalo Guedes,29,pt POR,AM,28-052,17,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,
João Gomes,8,br BRA,CM,23-343,90,0,0,0,4,1,0,3,0,7,0,0,0,7,1,0,100.0
André,7,br BRA,CM,23-188,73,1,0,0,2,0,0,0,2,0,0,0,0,5,0,0,
Jean-Ricner Bellegarde,27,fr FRA,CM,26-207,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Rayan Aït-Nouri,3,dz ALG,WB,23-228,73,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,
Rodrigo Gomes,19,pt POR,WB,21-197,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
Nélson Semedo,22,pt POR,WB,31-065,90,1,0,0,2,2,0,3,0,0,0,0,0,0,0,3,0.0
Emmanuel Agbadou,12,ci CIV,CB,27-217,90,0,0,0,0,0,0,0,1,2,0,0,0,8,0,1,0.0
Santiago Bueno,4,uy URU,CB,26-072,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
Matt Doherty,2,ie IRL,CB,33-004,90,0,0,0,0,0,0,0,3,0,0,0,0,3,4,1,80.0
José Sá,1,pt POR,GK,32-003,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
