Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jørgen Strand Larsen,9,no NOR,FW,24-349,90,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
Matheus Cunha,10,br BRA,AM,25-238,90,33,28,5,0,0,0,7,0,4,4,0,0,20,0,1
Pablo Sarabia,21,es ESP,AM,32-254,73,31,23,7,2,0,0,3,0,2,2,0,0,24,1,0
Gonçalo Guedes,29,pt POR,AM,28-052,17,9,7,2,0,0,0,2,2,0,0,0,0,7,0,0
João Gomes,8,br BRA,CM,23-343,90,42,40,2,2,2,1,3,0,0,0,0,0,35,0,0
André,7,br BRA,CM,23-188,73,23,22,1,1,0,0,0,0,0,0,0,0,20,0,0
Jean-Ricner Bellegarde,27,fr FRA,CM,26-207,17,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Rayan Aït-Nouri,3,dz ALG,WB,23-228,73,33,27,6,0,0,0,0,6,0,0,0,0,30,0,1
Rodrigo Gomes,19,pt POR,WB,21-197,17,13,12,1,0,0,0,0,1,0,0,0,0,8,0,0
Nélson Semedo,22,pt POR,WB,31-065,90,35,27,8,0,0,0,3,8,0,0,0,0,29,0,1
Emmanuel Agbadou,12,ci CIV,CB,27-217,90,49,42,7,4,0,1,0,0,0,0,0,0,35,0,1
Santiago Bueno,4,uy URU,CB,26-072,90,26,26,0,0,0,0,0,0,0,0,0,0,23,0,0
Matt Doherty,2,ie IRL,CB,33-004,90,37,33,3,3,0,0,0,0,0,0,0,0,25,1,1
José Sá,1,pt POR,GK,32-003,90,26,21,5,1,1,0,0,0,0,0,0,0,14,0,0
