Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-155,90,0,0,0,0,1,1,1,1,1,0,0,0,2,4,3,57.1
Eberechi Eze,10,eng ENG,AM,26-154,64,0,0,0,0,0,1,5,2,0,0,0,0,2,0,0,
Justin Devenny,55,nir NIR,"DM,AM,CM",21-050,26,0,0,0,1,0,0,4,0,2,0,0,0,2,1,1,50.0
Ismaila Sarr,7,sn SEN,AM,26-279,90,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2,0.0
Jefferson Lerma,8,co COL,"CM,DM",30-036,90,1,0,0,4,3,0,0,4,1,0,0,0,7,3,1,75.0
Will Hughes,19,eng ENG,CM,29-227,76,0,0,0,1,1,0,3,0,0,0,0,0,2,0,1,0.0
Eddie Nketiah,9,eng ENG,"LW,AM",25-184,14,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,
Tyrick Mitchell,3,eng ENG,"WB,LB",25-090,90,1,0,0,3,0,0,3,0,1,0,0,0,5,1,0,100.0
Daniel Muñoz,12,co COL,"WB,RB",28-188,90,0,0,0,1,1,0,3,1,6,0,0,0,6,0,4,0.0
Marc Guéhi,6,eng ENG,CB,24-140,90,1,0,0,0,2,0,1,1,1,0,0,1,4,1,0,100.0
Maxence Lacroix,5,fr FRA,CB,24-238,90,0,0,0,0,0,0,0,4,2,0,0,0,6,2,0,100.0
Trevoh Chalobah,27,eng ENG,CB,25-148,83,0,0,0,0,0,0,1,0,1,0,0,0,7,3,3,50.0
Jeffrey Schlupp,15,gh GHA,RW,31-343,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
Dean Henderson,1,eng ENG,GK,27-263,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
