Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jean-Philippe Mateta,14,fr FRA,FW,27-155,90,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,4,0
Eberechi Eze,10,eng ENG,AM,26-154,64,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0
Justin Devenny,55,nir NIR,"DM,AM,CM",21-050,26,2,2,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0
Ismaila Sarr,7,sn SEN,AM,26-279,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jefferson Lerma,8,co COL,"CM,DM",30-036,90,3,1,1,2,0,1,1,100.0,0,1,1,0,4,7,4,0
Will Hughes,19,eng ENG,CM,29-227,76,4,0,0,3,1,2,2,100.0,0,0,0,0,0,4,0,0
Eddie Nketiah,9,eng ENG,"LW,AM",25-184,14,2,2,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0
Tyrick Mitchell,3,eng ENG,"WB,LB",25-090,90,1,1,1,0,0,0,2,0.0,2,4,0,4,0,1,1,0
Daniel Muñoz,12,co COL,"WB,RB",28-188,90,11,6,2,6,3,7,7,100.0,0,0,0,0,1,12,3,0
Marc Guéhi,6,eng ENG,CB,24-140,90,2,1,1,1,0,1,1,100.0,0,0,0,0,1,3,1,0
Maxence Lacroix,5,fr FRA,CB,24-238,90,3,2,1,2,0,1,1,100.0,0,1,0,1,4,7,5,0
Trevoh Chalobah,27,eng ENG,CB,25-148,83,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,4,0
Jeffrey Schlupp,15,gh GHA,RW,31-343,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dean Henderson,1,eng ENG,GK,27-263,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
