Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,14,se SWE,FW,24-339,90,19,17,2,0,0,0,1,0,0,0,0,0,11,0,1
Anthony Gordon,10,eng ENG,"LW,RW",23-183,88,36,31,5,1,0,0,7,2,2,0,1,0,27,0,4
Miguel Almirón,24,py PAR,RW,30-197,2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Jacob Murphy,23,eng ENG,RW,29-183,57,30,24,6,3,0,1,2,1,2,0,0,0,19,0,2
Harvey Barnes,11,eng ENG,LW,26-260,33,15,14,1,0,0,0,4,1,0,0,0,0,13,0,0
Joelinton,7,br BRA,LM,28-011,90,59,58,1,1,0,1,0,0,0,0,0,0,44,0,4
Bruno Guimarães,39,br BRA,CM,26-283,90,75,67,8,8,1,2,0,0,0,0,0,0,59,0,2
Sean Longstaff,36,eng ENG,RM,26-300,69,34,34,0,0,0,0,1,0,0,0,0,0,30,0,1
Joe Willock,28,eng ENG,RM,25-005,21,7,7,0,0,0,0,2,0,0,0,0,0,5,0,0
Lloyd Kelly,25,eng ENG,LB,25-324,68,35,25,10,2,0,0,0,8,0,0,0,0,29,0,2
Lewis Hall,20,eng ENG,LB,19-352,22,17,15,2,0,0,0,1,2,0,0,0,0,15,0,1
Dan Burn,33,eng ENG,CB,32-108,90,64,64,0,0,0,0,0,0,0,0,0,0,56,0,1
Emil Krafth,17,se SWE,CB,30-023,90,46,44,2,2,0,0,0,0,0,0,0,0,37,0,0
Valentino Livramento,21,eng ENG,RB,21-287,57,44,39,5,0,0,0,0,5,0,0,0,0,34,0,1
Kieran Trippier,2,eng ENG,RB,33-341,33,31,19,12,1,0,0,8,6,5,4,1,0,18,0,1
Nick Pope,22,eng ENG,GK,32-128,90,36,25,11,2,0,0,0,0,0,0,0,0,27,0,0
