Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Alexander Isak,14,se SWE,FW,24-339,90,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,33.3
Anthony Gordon,10,eng ENG,"LW,RW",23-183,88,0,0,0,1,4,0,7,0,1,0,0,0,2,0,1,0.0
Miguel Almirón,24,py PAR,RW,30-197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jacob Murphy,23,eng ENG,RW,29-183,57,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,100.0
Harvey Barnes,11,eng ENG,LW,26-260,33,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,
Joelinton,7,br BRA,LM,28-011,90,1,0,0,1,2,0,0,0,3,0,0,0,11,0,2,0.0
Bruno Guimarães,39,br BRA,CM,26-283,90,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,
Sean Longstaff,36,eng ENG,RM,26-300,69,0,0,0,1,1,0,1,0,1,0,0,0,6,0,0,
Joe Willock,28,eng ENG,RM,25-005,21,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,
Lloyd Kelly,25,eng ENG,LB,25-324,68,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,
Lewis Hall,20,eng ENG,LB,19-352,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Dan Burn,33,eng ENG,CB,32-108,90,1,0,0,2,0,0,0,2,0,0,0,0,4,4,3,57.1
Emil Krafth,17,se SWE,CB,30-023,90,0,0,0,2,1,0,0,2,1,0,0,0,6,2,1,66.7
Valentino Livramento,21,eng ENG,RB,21-287,57,0,0,0,0,3,0,0,0,1,0,0,0,11,0,2,0.0
Kieran Trippier,2,eng ENG,RB,33-341,33,0,0,0,0,0,0,8,0,1,0,0,0,2,1,2,33.3
Nick Pope,22,eng ENG,GK,32-128,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
