Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Evanilson,9,br BRA,FW,24-365,80,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
David Brooks,7,wls WAL,RM,27-089,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marcus Tavernier,16,eng ENG,"LW,AM,CM",25-197,90,3,2,1,1,1,0,0,,0,0,0,0,0,3,1,0
Antoine Semenyo,24,gh GHA,"RW,FW,RM",24-272,90,4,3,2,0,2,1,2,50.0,1,2,0,2,0,4,1,0
Justin Kluivert,19,nl NED,AM,25-153,45,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
Dango Ouattara,11,bf BFA,"LB,LW",22-237,45,2,2,1,1,0,2,3,66.7,1,0,0,0,1,3,0,0
Ryan Christie,10,sct SCO,DM,29-226,73,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,2,0
Enes Ünal,26,tr TUR,FW,27-148,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lewis Cook,4,eng ENG,"DM,RB",27-245,90,4,3,2,1,1,2,3,66.7,1,0,0,0,2,6,1,0
Milos Kerkez,3,hu HUN,LB,20-333,62,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Luis Sinisterra,17,co COL,"LM,LW",25-110,28,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Marcos Senesi,5,ar ARG,CB,27-148,90,3,1,1,1,1,2,4,50.0,2,2,0,2,1,4,6,0
Illia Zabarnyi,27,ua UKR,CB,22-034,90,1,1,0,1,0,0,0,,0,1,0,1,1,2,3,0
Adam Smith,15,eng ENG,RB,33-159,62,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,2,0
Alex Scott,8,eng ENG,DM,21-045,28,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,0,0
Kepa Arrizabalaga,13,es ESP,GK,30-002,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
