Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Kamaldeen Sulemana,20,gh GHA,"FW,AM",22-336,90,1,0,0,0,1,0,0,,0,1,0,1,1,2,0,0
Tyler Dibling,33,eng ENG,FW,18-310,62,0,0,0,0,0,0,0,,0,3,0,3,0,0,1,0
William Smallbone,8,ie IRL,"FW,CM",24-330,28,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Mateus Fernandes,18,pt POR,AM,20-190,72,3,2,1,1,1,1,2,50.0,1,2,1,1,0,3,1,0
Adam Armstrong,9,eng ENG,AM,27-341,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Joe Aribo,7,ng NGA,CM,28-179,72,2,1,1,1,0,0,2,0.0,2,1,0,1,0,2,0,0
Flynn Downes,4,eng ENG,CM,25-362,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Lesley Ugochukwu,26,fr FRA,CM,20-296,82,4,2,1,3,0,0,0,,0,6,3,3,0,4,3,0
Paul Onuachu,32,ng NGA,FW,30-233,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kyle Walker-Peters,2,eng ENG,WB,27-278,90,4,2,3,0,1,1,2,50.0,1,2,2,0,1,5,3,0
Yukinari Sugawara,16,jp JPN,WB,24-202,90,0,0,0,0,0,0,0,,0,1,0,1,3,3,5,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-352,90,5,4,1,2,2,4,7,57.1,3,2,2,0,0,5,4,1
Jan Bednarek,35,pl POL,CB,28-279,82,3,2,1,2,0,1,1,100.0,0,3,3,0,3,6,5,0
Nathan Wood-Gordon,15,eng ENG,CB,22-230,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
James Bree,14,eng ENG,CB,27-097,90,3,3,1,2,0,1,1,100.0,0,2,0,2,1,4,2,0
Aaron Ramsdale,30,eng ENG,GK,26-247,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
