Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Bernd Leno,de GER,32-320,90,4,0,4,100.0,0.7,2,6,33.3,27,5,18.5,28.6,3,33.3,45.7,12,0,0.0,0,
