Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Kai Havertz,29,de GER,FW,25-130,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0
Leandro Trossard,19,be BEL,LW,29-320,62,2,1,0,1,1,1,2,50.0,1,1,0,1,2,4,2,0
Gabriel Martinelli,11,br BRA,LW,23-123,28,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Raheem Sterling,30,eng ENG,RW,29-316,36,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jakub Kiwior,15,pl POL,CB,24-247,44,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0
Gabriel Jesus,9,br BRA,RW,27-199,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mikel Merino,23,es ESP,"RW,AM",28-119,80,4,3,3,0,1,2,6,33.3,4,2,1,1,2,6,2,0
Ethan Nwaneri,53,eng ENG,AM,17-212,10,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Declan Rice,41,eng ENG,DM,25-279,90,3,1,2,1,0,1,1,100.0,0,1,1,0,0,3,1,0
Thomas Partey,5,gh GHA,"DM,CB",31-128,90,2,1,1,1,0,1,5,20.0,4,1,0,1,0,2,0,1
Riccardo Calafiori,33,it ITA,LB,22-153,90,3,3,2,1,0,3,5,60.0,2,2,1,1,0,3,6,0
Gabriel Magalhães,6,br BRA,CB,26-305,90,0,0,0,0,0,0,0,,0,2,2,0,0,0,6,0
William Saliba,2,fr FRA,CB,23-209,29,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,1,0
Ben White,4,eng ENG,RB,27-011,90,2,0,2,0,0,2,5,40.0,3,0,0,0,1,3,2,0
David Raya,22,es ESP,GK,29-034,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2
