Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-092,70,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0
Thiago,9,br BRA,FW,23-161,20,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
Kevin Schade,7,de GER,LW,23-007,70,0,0,0,1,1,0,2,0,0,0,0,0,3,4,1,80.0
Fabio Carvalho,14,pt POR,LW,22-096,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Bryan Mbeumo,19,cm CMR,RW,25-119,90,0,0,0,1,2,0,6,1,0,0,0,0,4,1,1,50.0
Mikkel Damsgaard,24,dk DEN,LM,24-154,90,0,0,0,1,3,0,3,1,4,0,0,0,7,1,0,100.0
Vitaly Janelt,27,de GER,CM,26-208,90,0,0,0,3,2,0,2,1,0,0,0,0,3,1,0,100.0
Yehor Yarmoliuk,18,ua UKR,RM,20-278,63,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0.0
Edmond-Paris Maghoma,32,eng ENG,RM,23-210,27,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,
Keane Lewis-Potter,23,eng ENG,LB,23-286,79,0,0,0,0,1,0,5,0,0,0,0,0,4,2,1,66.7
Mads Roerslev,30,dk DEN,LB,25-163,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ethan Pinnock,5,jm JAM,CB,31-189,90,1,0,0,3,0,0,1,1,0,0,1,0,4,4,1,80.0
Nathan Collins,22,ie IRL,CB,23-218,90,1,0,0,2,1,1,0,2,1,0,0,0,2,2,1,66.7
Sepp van den Berg,4,nl NED,RB,22-350,90,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,0.0
Mark Flekken,1,nl NED,GK,31-174,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
