Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Yoane Wissa,11,cd COD,FW,28-092,70,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Thiago,9,br BRA,FW,23-161,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kevin Schade,7,de GER,LW,23-007,70,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Fabio Carvalho,14,pt POR,LW,22-096,20,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Bryan Mbeumo,19,cm CMR,RW,25-119,90,0,0,0,0,0,0,0,,0,2,0,2,1,1,2,0
Mikkel Damsgaard,24,dk DEN,LM,24-154,90,8,4,3,1,4,5,8,62.5,3,0,0,0,1,9,1,0
Vitaly Janelt,27,de GER,CM,26-208,90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,1,1
Yehor Yarmoliuk,18,ua UKR,RM,20-278,63,3,1,1,1,1,1,3,33.3,2,0,0,0,0,3,1,0
Edmond-Paris Maghoma,32,eng ENG,RM,23-210,27,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0
Keane Lewis-Potter,23,eng ENG,LB,23-286,79,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Mads Roerslev,30,dk DEN,LB,25-163,11,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Ethan Pinnock,5,jm JAM,CB,31-189,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0
Nathan Collins,22,ie IRL,CB,23-218,90,1,1,1,0,0,0,0,,0,1,1,0,2,3,3,0
Sepp van den Berg,4,nl NED,RB,22-350,90,1,1,1,0,0,1,2,50.0,1,2,2,0,1,2,3,0
Mark Flekken,1,nl NED,GK,31-174,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
