Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Beto,14,gw GNB,FW,27-036,90,0,0,0,2,0,0,0,0,0,0,0,0,2,3,6,33.3
Jack Harrison,11,eng ENG,"LW,RW",28-108,90,0,0,0,0,1,0,7,0,1,0,0,0,3,0,1,0.0
Jesper Lindstrøm,29,dk DEN,RW,25-007,62,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,
Tim Iroegbunam,42,eng ENG,DM,21-251,28,1,0,0,2,1,0,0,2,0,0,0,0,2,0,0,
Abdoulaye Doucouré,16,ml MLI,AM,32-066,62,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,
Carlos Alcaraz,24,ar ARG,"LW,AM",22-098,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,
James Garner,37,eng ENG,"DM,AM",23-360,89,0,0,0,2,1,0,6,1,1,0,0,0,2,0,0,
Ashley Young,18,eng ENG,LW,39-242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Idrissa Gana Gueye,27,sn SEN,DM,35-163,90,0,0,0,4,2,0,0,2,6,0,0,0,5,0,1,0.0
Vitaliy Mykolenko,19,ua UKR,LB,25-283,90,0,0,0,0,2,0,2,0,1,0,0,0,3,1,1,50.0
Jarrad Branthwaite,32,eng ENG,CB,22-254,90,0,0,0,1,0,0,0,1,1,0,0,0,4,3,0,100.0
James Tarkowski,6,eng ENG,CB,32-109,90,0,0,0,2,2,0,0,1,1,0,0,0,3,6,0,100.0
Jake O'Brien,15,ie IRL,RB,23-297,90,0,0,0,2,0,0,1,0,1,0,0,0,4,2,0,100.0
Jordan Pickford,1,eng ENG,GK,31-001,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
