Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dominic Solanke,19,eng ENG,FW,26-340,90,0,0,0,0,2,1,0,0,2,0,0,0,2,1,1,50.0
Son Heung-min,7,kr KOR,"LW,LM",32-042,89,0,0,0,0,1,0,3,1,0,0,0,0,4,1,0,100.0
Richarlison,9,br BRA,LM,27-101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Brennan Johnson,22,wls WAL,RW,23-088,77,0,0,0,1,1,0,2,0,3,0,0,0,3,1,1,50.0
Timo Werner,16,de GER,RM,28-166,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
James Maddison,10,eng ENG,LM,27-270,78,0,0,0,1,1,0,11,1,0,0,0,0,2,1,0,100.0
Dejan Kulusevski,21,se SWE,CM,24-116,12,0,0,0,1,1,0,1,0,0,0,0,0,3,0,1,0.0
Rodrigo Bentancur,30,uy URU,CM,27-055,77,1,0,0,2,0,0,0,2,3,0,0,0,4,1,2,33.3
Archie Gray,14,eng ENG,DM,18-160,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
Pape Matar Sarr,29,sn SEN,RM,21-340,77,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
Lucas Bergvall,15,se SWE,CM,18-199,13,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,
Destiny Udogie,13,it ITA,LB,21-265,90,0,0,0,4,1,0,1,0,2,0,0,0,3,0,1,0.0
Micky van de Ven,37,nl NED,CB,23-122,90,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,100.0
Cristian Romero,17,ar ARG,CB,26-114,90,0,0,0,0,1,0,1,0,1,0,0,0,6,3,2,60.0
Pedro Porro,23,es ESP,RB,24-341,89,0,0,0,2,1,0,4,1,0,0,0,0,2,0,0,
Djed Spence,24,eng ENG,RB,24-010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Guglielmo Vicario,1,it ITA,GK,27-317,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
