Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Solanke,19,eng ENG,FW,26-340,90,29,0,1,11,17,8,29,3,3,100.0,0,0.0,19,101,57,3,1,2,3,1,24,5
Son Heung-min,7,kr KOR,"LW,LM",32-042,89,58,0,3,13,43,10,58,6,4,66.7,2,33.3,42,212,125,5,0,2,1,1,50,22
Richarlison,9,br BRA,LM,27-101,1,7,1,1,5,1,1,7,0,0,,0,,1,0,0,0,0,0,0,0,5,0
Brennan Johnson,22,wls WAL,RW,23-088,77,43,0,4,12,27,7,43,1,0,0.0,1,100.0,19,72,37,3,0,3,4,0,30,10
Timo Werner,16,de GER,RM,28-166,13,22,0,0,8,14,2,22,1,0,0.0,1,100.0,11,76,36,1,2,1,0,0,18,6
James Maddison,10,eng ENG,LM,27-270,78,78,0,6,27,45,7,78,2,2,100.0,0,0.0,46,281,124,3,2,1,2,1,57,6
Dejan Kulusevski,21,se SWE,CM,24-116,12,19,1,2,4,14,9,19,2,0,0.0,1,50.0,7,33,14,0,1,1,0,3,10,4
Rodrigo Bentancur,30,uy URU,CM,27-055,77,60,2,11,37,12,3,60,1,0,0.0,1,100.0,27,132,66,2,0,1,0,2,42,2
Archie Gray,14,eng ENG,DM,18-160,13,23,1,5,13,5,0,23,0,0,,0,,13,50,23,0,0,0,0,1,18,1
Pape Matar Sarr,29,sn SEN,RM,21-340,77,56,0,4,34,19,2,56,0,0,,0,,30,138,66,1,2,0,2,0,43,5
Lucas Bergvall,15,se SWE,CM,18-199,13,35,0,3,14,19,1,35,3,2,66.7,1,33.3,13,61,15,0,0,0,1,1,24,1
Destiny Udogie,13,it ITA,LB,21-265,90,82,2,14,42,26,4,82,2,0,0.0,2,100.0,37,164,94,2,1,0,0,1,59,5
Micky van de Ven,37,nl NED,CB,23-122,90,104,6,39,64,3,0,104,0,0,,0,,68,289,130,1,3,0,1,0,87,0
Cristian Romero,17,ar ARG,CB,26-114,90,102,10,30,71,1,1,102,0,0,,0,,61,264,179,0,0,0,0,0,76,0
Pedro Porro,23,es ESP,RB,24-341,89,65,0,8,16,41,3,65,2,0,0.0,1,50.0,29,132,74,3,1,1,0,0,44,2
Djed Spence,24,eng ENG,RB,24-010,1,10,0,1,5,4,0,10,2,1,50.0,1,50.0,7,46,4,0,0,0,0,0,8,0
Guglielmo Vicario,1,it ITA,GK,27-317,90,47,21,43,4,0,0,47,1,1,100.0,0,0.0,35,196,116,0,0,0,0,0,32,0
