Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-091,90,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
Jeremy Doku,11,be BEL,"LM,RM",22-146,66,54,53,0,0,0,0,5,0,0,0,0,0,39,1,7
Phil Foden,47,eng ENG,"CM,RM",24-145,24,16,14,2,0,0,0,2,0,2,2,0,0,13,0,1
Bernardo Silva,20,pt POR,"CM,RM",30-071,90,46,43,3,1,0,0,1,2,0,0,0,0,42,0,1
İlkay Gündoğan,19,de GER,"CM,DM",33-362,90,83,69,14,2,0,0,11,1,9,5,1,0,65,0,4
Sávio,26,br BRA,"RM,LM",20-193,72,68,64,4,1,1,0,13,0,3,1,2,0,52,0,4
Jack Grealish,10,eng ENG,LM,29-040,18,25,21,4,0,0,0,6,0,4,2,0,0,19,0,0
Mateo Kovačić,8,hr CRO,DM,30-167,85,71,70,1,1,0,0,0,0,0,0,0,0,64,0,1
Matheus Nunes,27,pt POR,CM,26-054,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Joško Gvardiol,24,hr CRO,LB,22-271,90,128,119,9,2,0,0,2,7,0,0,0,0,117,0,2
Rúben Dias,3,pt POR,CB,27-159,90,123,121,2,1,0,0,0,1,0,0,0,0,113,0,2
John Stones,5,eng ENG,CB,30-145,90,92,91,1,1,0,0,0,0,0,0,0,0,79,0,1
Rico Lewis,82,eng ENG,RB,19-334,90,64,55,9,0,0,0,0,9,0,0,0,0,60,0,0
Ederson,31,br BRA,GK,31-064,90,15,12,3,0,0,0,0,0,0,0,0,0,15,0,0
