Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Erling Haaland,9,no NOR,FW,24-091,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
Jeremy Doku,11,be BEL,"LM,RM",22-146,66,0,0,0,1,1,0,5,0,2,0,0,0,3,0,0,
Phil Foden,47,eng ENG,"CM,RM",24-145,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Bernardo Silva,20,pt POR,"CM,RM",30-071,90,0,0,0,2,0,1,1,0,2,0,0,0,2,0,0,
İlkay Gündoğan,19,de GER,"CM,DM",33-362,90,0,0,0,1,1,0,11,0,0,0,0,0,6,2,2,50.0
Sávio,26,br BRA,"RM,LM",20-193,72,1,0,0,1,2,0,13,0,2,0,0,0,5,0,0,
Jack Grealish,10,eng ENG,LM,29-040,18,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,
Mateo Kovačić,8,hr CRO,DM,30-167,85,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,100.0
Matheus Nunes,27,pt POR,CM,26-054,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0
Joško Gvardiol,24,hr CRO,LB,22-271,90,0,0,0,0,0,0,2,0,1,0,0,0,3,1,2,33.3
Rúben Dias,3,pt POR,CB,27-159,90,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0,100.0
John Stones,5,eng ENG,CB,30-145,90,0,0,0,0,1,0,0,0,0,0,0,0,4,6,3,66.7
Rico Lewis,82,eng ENG,RB,19-334,90,0,0,0,0,0,0,0,2,2,0,0,0,7,0,0,
Ederson,31,br BRA,GK,31-064,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
