Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Erling Haaland,9,no NOR,FW,24-091,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jeremy Doku,11,be BEL,"LM,RM",22-146,66,3,2,0,2,1,0,0,,0,1,0,1,0,3,0,0
Phil Foden,47,eng ENG,"CM,RM",24-145,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bernardo Silva,20,pt POR,"CM,RM",30-071,90,2,2,0,0,2,1,2,50.0,1,0,0,0,0,2,0,0
İlkay Gündoğan,19,de GER,"CM,DM",33-362,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
Sávio,26,br BRA,"RM,LM",20-193,72,3,2,0,2,1,1,1,100.0,0,1,0,1,0,3,0,0
Jack Grealish,10,eng ENG,LM,29-040,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mateo Kovačić,8,hr CRO,DM,30-167,85,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0
Matheus Nunes,27,pt POR,CM,26-054,5,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Joško Gvardiol,24,hr CRO,LB,22-271,90,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Rúben Dias,3,pt POR,CB,27-159,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
John Stones,5,eng ENG,CB,30-145,90,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0
Rico Lewis,82,eng ENG,RB,19-334,90,2,2,0,1,1,0,0,,0,1,0,1,2,4,1,0
Ederson,31,br BRA,GK,31-064,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
