Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,28-193,90,19,19,0,0,0,0,0,0,0,0,0,0,14,0,0
Kevin Schade,7,de GER,LW,23-108,84,30,24,6,0,0,1,1,6,0,0,0,0,11,0,0
Yunus Emre Konak,26,tr TUR,LW,19-064,6,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
Bryan Mbeumo,19,cm CMR,RW,25-220,90,24,19,4,1,0,1,5,0,3,3,0,0,12,1,1
Mikkel Damsgaard,24,dk DEN,AM,24-255,84,40,38,2,0,1,0,2,0,0,0,0,0,28,0,1
Ben Mee,16,eng ENG,AM,35-175,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitaly Janelt,27,de GER,DM,26-309,71,40,40,0,0,0,0,0,0,0,0,0,0,30,0,1
Yehor Yarmoliuk,18,ua UKR,DM,21-014,19,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Christian Nørgaard,6,dk DEN,DM,31-005,90,48,47,0,0,1,0,0,0,0,0,0,0,36,1,1
Keane Lewis-Potter,23,eng ENG,LB,24-021,90,44,32,12,0,0,1,0,12,0,0,0,0,32,0,1
Ethan Pinnock,5,jm JAM,CB,31-290,90,32,27,5,1,0,0,0,0,0,0,0,0,23,0,0
Nathan Collins,22,ie IRL,CB,23-319,90,20,17,3,3,0,0,0,0,0,0,0,0,17,0,0
Kristoffer Ajer,20,no NOR,RB,26-332,71,21,20,1,0,0,0,2,1,0,0,0,0,16,0,1
Sepp van den Berg,4,nl NED,RB,23-085,19,11,8,3,0,0,0,0,3,0,0,0,0,6,0,0
Mark Flekken,1,nl NED,GK,31-275,90,41,27,14,9,0,0,0,0,0,0,0,0,22,0,0
