Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Yoane Wissa,11,cd COD,FW,28-193,90,0,0,0,0,0,0,0,,0,3,0,3,0,0,1,0
Kevin Schade,7,de GER,LW,23-108,84,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Yunus Emre Konak,26,tr TUR,LW,19-064,6,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Bryan Mbeumo,19,cm CMR,RW,25-220,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Mikkel Damsgaard,24,dk DEN,AM,24-255,84,3,1,0,1,2,2,3,66.7,1,1,0,1,1,4,0,0
Ben Mee,16,eng ENG,AM,35-175,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Vitaly Janelt,27,de GER,DM,26-309,71,3,0,1,1,1,1,2,50.0,1,1,0,1,1,4,0,0
Yehor Yarmoliuk,18,ua UKR,DM,21-014,19,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
Christian Nørgaard,6,dk DEN,DM,31-005,90,4,4,2,1,1,2,3,66.7,1,1,1,0,0,4,2,0
Keane Lewis-Potter,23,eng ENG,LB,24-021,90,2,1,2,0,0,2,3,66.7,1,2,1,1,2,4,4,0
Ethan Pinnock,5,jm JAM,CB,31-290,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,13,0
Nathan Collins,22,ie IRL,CB,23-319,90,1,1,1,0,0,0,0,,0,3,2,1,1,2,11,0
Kristoffer Ajer,20,no NOR,RB,26-332,71,2,1,0,2,0,1,2,50.0,1,0,0,0,1,3,2,0
Sepp van den Berg,4,nl NED,RB,23-085,19,1,1,0,1,0,1,1,100.0,0,0,0,0,2,3,1,0
Mark Flekken,1,nl NED,GK,31-275,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
