Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Yoane Wissa,11,cd COD,FW,28-193,90,31,1,3,13,15,3,31,1,0,0.0,1,100.0,16,90,17,1,0,1,3,1,22,4
Kevin Schade,7,de GER,LW,23-108,84,48,2,6,13,30,7,48,7,2,28.6,5,71.4,20,106,19,1,0,0,2,1,24,6
Yunus Emre Konak,26,tr TUR,LW,19-064,6,12,0,1,6,5,0,12,1,0,0.0,1,100.0,4,6,2,0,0,0,0,0,6,0
Bryan Mbeumo,19,cm CMR,RW,25-220,90,31,0,5,7,19,2,31,1,1,100.0,0,0.0,20,120,78,3,3,1,2,1,20,5
Mikkel Damsgaard,24,dk DEN,AM,24-255,84,51,2,6,26,20,3,51,4,2,50.0,2,50.0,27,105,62,1,1,0,2,1,34,7
Ben Mee,16,eng ENG,AM,35-175,6,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Vitaly Janelt,27,de GER,DM,26-309,71,47,4,19,14,14,2,47,0,0,,0,,13,42,20,1,0,1,0,0,21,2
Yehor Yarmoliuk,18,ua UKR,DM,21-014,19,13,0,4,7,2,0,13,1,0,0.0,1,100.0,5,42,0,0,0,0,1,1,8,0
Christian Nørgaard,6,dk DEN,DM,31-005,90,58,6,23,25,10,2,58,0,0,,0,,16,70,25,1,1,0,1,0,34,1
Keane Lewis-Potter,23,eng ENG,LB,24-021,90,59,4,28,23,8,2,59,2,1,50.0,0,0.0,14,108,72,3,1,2,1,0,22,3
Ethan Pinnock,5,jm JAM,CB,31-290,90,46,10,36,8,2,1,46,0,0,,0,,9,21,14,0,0,0,0,0,18,1
Nathan Collins,22,ie IRL,CB,23-319,90,37,15,26,7,4,1,37,0,0,,0,,6,38,28,0,0,0,0,1,10,0
Kristoffer Ajer,20,no NOR,RB,26-332,71,28,2,9,8,11,2,28,1,1,100.0,0,0.0,10,57,25,1,0,0,0,0,16,5
Sepp van den Berg,4,nl NED,RB,23-085,19,14,0,2,5,7,1,14,0,0,,0,,4,7,0,0,0,0,0,0,5,0
Mark Flekken,1,nl NED,GK,31-275,90,44,30,41,3,0,0,44,0,0,,0,,23,143,62,0,0,0,0,0,15,0
