Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ollie Watkins,11,eng ENG,FW,29-016,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0
Jacob Ramsey,41,eng ENG,LW,23-232,80,6,4,5,0,1,3,3,100.0,0,0,0,0,0,6,0,0
Emi Buendía,10,ar ARG,LW,28-021,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Morgan Rogers,27,eng ENG,RW,22-173,90,2,1,2,0,0,1,1,100.0,0,2,1,1,0,2,0,1
Youri Tielemans,8,be BEL,AM,27-253,90,7,5,3,4,0,1,1,100.0,0,1,0,1,1,8,3,0
Amadou Onana,24,be BEL,DM,23-152,90,2,2,0,2,0,1,1,100.0,0,2,0,2,1,3,2,0
Boubacar Kamara,44,fr FRA,DM,25-053,90,1,1,1,0,0,0,1,0.0,1,1,1,0,3,4,3,0
Lucas Digne,12,fr FRA,LB,31-179,90,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,3,0
Tyrone Mings,5,eng ENG,CB,31-308,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0
Ezri Konsa,4,eng ENG,CB,27-084,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,8,0
Matty Cash,2,pl POL,RB,27-161,90,3,2,1,2,0,0,0,,0,2,0,2,3,6,1,0
Emiliano Martínez,23,ar ARG,GK,32-135,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
