Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,29-016,90,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0
Jacob Ramsey,41,eng ENG,LW,23-232,80,20,20,0,0,0,0,0,0,0,0,0,0,15,0,1
Emi Buendía,10,ar ARG,LW,28-021,10,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Morgan Rogers,27,eng ENG,RW,22-173,90,21,21,0,0,0,0,1,0,0,0,0,0,13,0,1
Youri Tielemans,8,be BEL,AM,27-253,90,46,39,7,2,0,0,5,0,4,3,0,0,34,0,0
Amadou Onana,24,be BEL,DM,23-152,90,50,50,0,0,1,0,0,0,0,0,0,0,40,0,1
Boubacar Kamara,44,fr FRA,DM,25-053,90,53,50,3,3,0,0,0,0,0,0,0,0,46,0,1
Lucas Digne,12,fr FRA,LB,31-179,90,55,44,11,2,0,1,3,8,1,1,0,0,34,0,2
Tyrone Mings,5,eng ENG,CB,31-308,90,62,57,5,4,0,1,0,0,0,0,0,0,53,0,0
Ezri Konsa,4,eng ENG,CB,27-084,90,63,59,4,4,0,0,0,0,0,0,0,0,60,0,0
Matty Cash,2,pl POL,RB,27-161,90,27,19,8,0,0,0,1,8,0,0,0,0,18,0,0
Emiliano Martínez,23,ar ARG,GK,32-135,90,50,41,8,6,0,0,0,0,0,0,0,0,42,1,0
