Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,33-078,90,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
Callum Hudson-Odoi,14,eng ENG,"RW,LW",24-108,90,25,24,1,0,0,0,1,1,0,0,0,0,17,0,1
Anthony Elanga,21,se SWE,"LW,RW",22-302,90,23,19,4,1,1,0,7,1,2,0,2,0,16,0,0
Morgan Gibbs-White,10,eng ENG,AM,25-027,90,28,28,0,0,0,0,5,0,0,0,0,0,21,0,1
Elliot Anderson,8,eng ENG,DM,22-109,76,50,44,6,1,0,0,4,0,4,0,4,0,42,0,0
Ibrahim Sangaré,6,ci CIV,DM,27-083,14,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
Nicolás Domínguez,16,ar ARG,DM,26-240,76,40,34,6,2,1,0,0,0,0,0,0,0,38,0,0
Ryan Yates,22,eng ENG,DM,27-094,14,8,8,0,0,0,0,0,0,0,0,0,0,2,0,2
Neco Williams,7,wls WAL,LB,23-316,90,43,31,12,0,0,1,1,12,0,0,0,0,35,0,1
Murillo,5,br BRA,CB,22-234,90,52,49,3,2,0,0,1,0,0,0,0,0,38,0,0
Nikola Milenković,31,rs SRB,CB,27-134,90,37,35,2,2,0,0,0,0,0,0,0,0,26,0,0
Ola Aina,34,ng NGA,RB,28-138,90,41,35,6,1,0,0,1,5,0,0,0,0,24,0,0
Matz Sels,26,be BEL,GK,32-363,90,21,14,7,3,0,0,0,0,0,0,0,0,7,0,0
